CardType,Rarity,ServantName,Class,Avail,Diff,Time
Servant,3,Mephistopheles,Caster,Normal,14647.323,2021.08.13_17.02.20.942
Servant,3,Ushiwakamaru,Rider,Normal,15031.88391,2021.08.13_17.02.20.942
Servant,3,Avicebron,Caster,Normal,16249.34807,2021.08.13_17.03.49.358
CE,3,,,,,2021.08.13_17.03.49.358
CE,3,,,,,2021.08.13_17.03.49.358
CE,4,,,,,2021.08.13_17.03.49.358
Servant,3,Babbage,Caster,Normal,11844.7186,2021.08.13_17.03.49.358
CE,4,,,,,2021.08.13_17.03.49.358
Servant,3,Robinhood,Archer,Normal,13473.34357,2021.08.13_17.03.49.358
Servant,3,Medusa,Rider,Normal,15250.45377,2021.08.13_17.03.49.358
Servant,3,Ushiwakamaru,Rider,Normal,15451.81932,2021.08.13_17.03.49.358
Servant,3,WilliamTell,Archer,Normal,16149.14527,2021.08.13_17.03.49.358
CE,3,,,,,2021.08.13_17.03.49.358
Servant,3,David,Archer,Normal,14182.09758,2021.08.13_17.04.31.864
Servant,3,Boudica,Rider,Normal,15318.08995,2021.08.13_17.04.31.864
Servant,3,KidGil,Archer,Normal,12796.42758,2021.08.13_17.04.31.864
Servant,3,GillesSaber,Saber,Normal,14200.30271,2021.08.13_17.04.31.864
Servant,3,Geronimo,Caster,Normal,12129.53816,2021.08.13_17.04.31.864
Servant,3,Babbage,Caster,Normal,11522.44063,2021.08.13_17.04.31.864
CE,3,,,,,2021.08.13_17.04.31.864
CE,5,,,,,2021.08.13_17.04.31.864
Servant,3,Hector,Lancer,Normal,15523.74971,2021.08.13_17.04.31.864
Servant,3,Robinhood,Archer,Normal,14244.60266,2021.08.13_17.04.31.864
CE,3,,,,,2021.08.13_17.04.31.864
Servant,3,Kotarou,Assassin,Normal,13327.11169,2021.08.13_17.04.50.393
Servant,3,GillesSaber,Saber,Normal,14469.89106,2021.08.13_17.04.50.393
CE,4,,,,,2021.08.13_17.04.50.393
Servant,3,David,Archer,Normal,14018.44082,2021.08.13_17.04.50.393
CE,3,,,,,2021.08.13_17.04.50.393
CE,3,,,,,2021.08.13_17.04.50.393
Servant,3,Jekyll,Assassin,Normal,14557.86729,2021.08.13_17.04.50.393
Servant,3,Alexander,Rider,Normal,14827.33928,2021.08.13_17.04.50.393
CE,3,,,,,2021.08.13_17.04.50.393
Servant,3,Paracelsus,Caster,Normal,15968.8858,2021.08.13_17.04.50.393
Servant,3,Hector,Lancer,Normal,13347.40749,2021.08.13_17.04.50.393
Servant,4,FairyGawain,Saber,Story-locked,14844.73014,2021.08.13_17.06.28.725
CE,5,,,,,2021.08.13_17.06.28.725
CE,3,,,,,2021.08.13_17.06.28.725
CE,4,,,,,2021.08.13_17.06.28.725
Servant,3,Babbage,Caster,Normal,11978.41406,2021.08.13_17.06.28.725
Servant,3,KidGil,Archer,Normal,11919.30894,2021.08.13_17.06.28.725
Servant,3,Avicebron,Caster,Normal,16621.73319,2021.08.13_17.06.28.725
CE,4,,,,,2021.08.13_17.06.28.725
Servant,4,FairyTristan,Archer,Story-locked,14365.59614,2021.08.13_17.06.28.725
CE,4,,,,,2021.08.13_17.06.28.725
Servant,3,Kiyohime,Berserker,Normal,13639.87092,2021.08.13_17.06.28.725
CE,3,,,,,2021.08.13_17.07.18.245
Servant,3,Touda,Archer,Normal,14505.46923,2021.08.13_17.07.18.245
CE,4,,,,,2021.08.13_17.07.18.245
CE,3,,,,,2021.08.13_17.07.18.245
Servant,3,Serenity,Assassin,Normal,11649.14874,2021.08.13_17.07.18.245
CE,4,,,,,2021.08.13_17.07.18.245
Servant,3,Romulus,Lancer,Normal,14185.67454,2021.08.13_17.07.18.245
CE,4,,,,,2021.08.13_17.07.18.245
CE,3,,,,,2021.08.13_17.07.18.245
Servant,3,Fergus,Saber,Normal,14986.7213,2021.08.13_17.07.18.245
Servant,3,Mandricardo,Rider,Normal,17121.63536,2021.08.13_17.07.18.245
Servant,3,Alexander,Rider,Normal,13952.46464,2021.08.13_17.07.34.477
Servant,3,Kotarou,Assassin,Normal,13327.89227,2021.08.13_17.07.34.477
Servant,3,Paracelsus,Caster,Normal,15013.86082,2021.08.13_17.07.34.477
CE,3,,,,,2021.08.13_17.07.34.477
CE,4,,,,,2021.08.13_17.07.34.477
CE,4,,,,,2021.08.13_17.07.34.477
CE,4,,,,,2021.08.13_17.07.34.477
Servant,3,CuLancer,Lancer,Normal,16226.77928,2021.08.13_17.07.34.477
Servant,3,Caesar,Saber,Normal,16633.72565,2021.08.13_17.07.34.477
CE,3,,,,,2021.08.13_17.07.34.477
Servant,3,Hector,Lancer,Normal,13398.24908,2021.08.13_17.07.34.477
CE,4,,,,,2021.08.13_17.09.26.292
Servant,3,CuProto,Lancer,Normal,13324.90976,2021.08.13_17.09.26.292
CE,3,,,,,2021.08.13_17.09.26.292
CE,4,,,,,2021.08.13_17.09.26.292
Servant,3,Geronimo,Caster,Normal,12157.65256,2021.08.13_17.09.26.292
CE,3,,,,,2021.08.13_17.09.26.292
Servant,5,Oberon,Pretender,Limited,16129.21594,2021.08.13_17.09.26.292
Servant,3,Touda,Archer,Normal,15282.39449,2021.08.13_17.09.26.292
Servant,3,WilliamTell,Archer,Normal,15819.5013,2021.08.13_17.09.26.292
Servant,3,Serenity,Assassin,Normal,13413.2942,2021.08.13_17.09.26.292
CE,3,,,,,2021.08.13_17.09.26.292
CE,3,,,,,2021.08.13_17.10.01.760
Servant,3,Touda,Archer,Normal,14426.63826,2021.08.13_17.10.01.760
Servant,3,Geronimo,Caster,Normal,13082.72338,2021.08.13_17.10.01.760
CE,3,,,,,2021.08.13_17.10.01.760
Servant,3,Touda,Archer,Normal,13379.15155,2021.08.13_17.10.01.760
CE,3,,,,,2021.08.13_17.10.01.760
CE,3,,,,,2021.08.13_17.10.01.760
CE,3,,,,,2021.08.13_17.10.01.760
Servant,3,Geronimo,Caster,Normal,13485.17222,2021.08.13_17.10.01.760
CE,4,,,,,2021.08.13_17.10.01.760
CE,4,,,,,2021.08.13_17.10.01.760
CE,4,,,,,2021.08.13_17.10.24.178
CE,3,,,,,2021.08.13_17.10.24.178
Servant,3,Mephistopheles,Caster,Normal,13744.1057,2021.08.13_17.10.24.178
Servant,3,CuLancer,Lancer,Normal,14837.73386,2021.08.13_17.10.24.178
Servant,3,GillesSaber,Saber,Normal,13238.6157,2021.08.13_17.10.24.178
Servant,4,FairyGawain,Saber,Story-locked,13718.64758,2021.08.13_17.10.24.178
CE,3,,,,,2021.08.13_17.10.24.178
CE,4,,,,,2021.08.13_17.10.24.178
Servant,3,Jingke,Assassin,Normal,15974.79966,2021.08.13_17.10.24.178
Servant,3,Robinhood,Archer,Normal,14281.79386,2021.08.13_17.10.24.178
CE,4,,,,,2021.08.13_17.10.24.178
Servant,3,Paracelsus,Caster,Normal,15335.38367,2021.08.13_17.10.40.594
CE,3,,,,,2021.08.13_17.10.40.594
CE,4,,,,,2021.08.13_17.10.40.594
Servant,3,Avicebron,Caster,Normal,16122.27232,2021.08.13_17.10.40.594
CE,3,,,,,2021.08.13_17.10.40.594
CE,4,,,,,2021.08.13_17.10.40.594
Servant,3,CuLancer,Lancer,Normal,15540.80242,2021.08.13_17.10.40.594
Servant,3,Boudica,Rider,Normal,16660.96517,2021.08.13_17.10.40.594
CE,3,,,,,2021.08.13_17.10.40.594
CE,3,,,,,2021.08.13_17.10.40.594
CE,4,,,,,2021.08.13_17.10.40.594
CE,4,,,,,2021.08.13_17.11.01.595
Servant,3,CuLancer,Lancer,Normal,14910.63188,2021.08.13_17.11.01.595
CE,4,,,,,2021.08.13_17.11.01.595
Servant,3,Touda,Archer,Normal,14462.90517,2021.08.13_17.11.01.595
CE,3,,,,,2021.08.13_17.11.01.595
CE,4,,,,,2021.08.13_17.11.01.595
CE,3,,,,,2021.08.13_17.11.01.595
CE,4,,,,,2021.08.13_17.11.01.595
Servant,3,Jekyll,Assassin,Normal,15087.23068,2021.08.13_17.11.01.595
CE,3,,,,,2021.08.13_17.11.01.595
Servant,3,Hector,Lancer,Normal,13347.52565,2021.08.13_17.11.01.595
Servant,3,Medusa,Rider,Normal,14404.54662,2021.08.13_17.11.28.413
Servant,3,Jingke,Assassin,Normal,15078.08546,2021.08.13_17.11.28.413
CE,4,,,,,2021.08.13_17.11.28.413
Servant,3,Touda,Archer,Normal,14348.81275,2021.08.13_17.11.28.413
Servant,3,Touda,Archer,Normal,13273.29986,2021.08.13_17.11.28.413
CE,3,,,,,2021.08.13_17.11.28.413
CE,5,,,,,2021.08.13_17.11.28.413
CE,4,,,,,2021.08.13_17.11.28.413
Servant,3,Geronimo,Caster,Normal,13500.50314,2021.08.13_17.11.28.413
CE,4,,,,,2021.08.13_17.11.28.413
CE,3,,,,,2021.08.13_17.11.28.413
CE,3,,,,,2021.08.13_17.11.47.310
CE,3,,,,,2021.08.13_17.11.47.310
Servant,3,Mandricardo,Rider,Normal,15138.3544,2021.08.13_17.11.47.310
CE,4,,,,,2021.08.13_17.11.47.310
CE,4,,,,,2021.08.13_17.11.47.310
Servant,3,Serenity,Assassin,Normal,11544.30304,2021.08.13_17.11.47.310
Servant,3,Diarmuid,Lancer,Normal,14557.36551,2021.08.13_17.11.47.310
CE,4,,,,,2021.08.13_17.11.47.310
Servant,3,Touda,Archer,Normal,14970.14792,2021.08.13_17.11.47.310
Servant,3,WilliamTell,Archer,Normal,16052.94749,2021.08.13_17.11.47.310
CE,3,,,,,2021.08.13_17.11.47.310
CE,4,,,,,2021.08.13_17.12.05.692
Servant,3,Caesar,Saber,Normal,15773.82237,2021.08.13_17.12.05.692
CE,4,,,,,2021.08.13_17.12.05.692
CE,4,,,,,2021.08.13_17.12.05.692
Servant,3,Darius,Berserker,Normal,14186.34039,2021.08.13_17.12.05.692
Servant,3,CuProto,Lancer,Normal,11862.55362,2021.08.13_17.12.05.692
CE,3,,,,,2021.08.13_17.12.05.692
Servant,3,BillyTheKid,Archer,Normal,13614.2858,2021.08.13_17.12.05.692
CE,4,,,,,2021.08.13_17.12.05.692
Servant,4,FairyTristan,Archer,Story-locked,14424.92488,2021.08.13_17.12.05.692
CE,4,,,,,2021.08.13_17.12.05.692
CE,5,,,,,2021.08.13_17.12.44.808
Servant,4,FairyGawain,Saber,Story-locked,14519.91227,2021.08.13_17.12.44.808
CE,3,,,,,2021.08.13_17.12.44.808
CE,3,,,,,2021.08.13_17.12.44.808
Servant,3,WilliamTell,Archer,Normal,14174.68072,2021.08.13_17.12.44.808
CE,3,,,,,2021.08.13_17.12.44.808
Servant,3,Avicebron,Caster,Normal,16517.09657,2021.08.13_17.12.44.808
CE,3,,,,,2021.08.13_17.12.44.808
CE,3,,,,,2021.08.13_17.12.44.808
Servant,3,Euryale,Archer,Normal,17571.64599,2021.08.13_17.12.44.808
CE,4,,,,,2021.08.13_17.12.44.808
CE,3,,,,,2021.08.13_17.12.57.877
CE,4,,,,,2021.08.13_17.12.57.877
Servant,3,Lubu,Berserker,Normal,13478.05647,2021.08.13_17.12.57.877
CE,3,,,,,2021.08.13_17.12.57.877
CE,3,,,,,2021.08.13_17.12.57.877
Servant,3,Avicebron,Caster,Normal,15015.21488,2021.08.13_17.12.57.877
Servant,3,Medusa,Rider,Normal,14224.22329,2021.08.13_17.12.57.877
Servant,3,Medea,Caster,Normal,14928.8656,2021.08.13_17.12.57.877
Servant,3,Babbage,Caster,Normal,13269.89473,2021.08.13_17.12.57.877
Servant,3,GillesSaber,Saber,Normal,15195.43459,2021.08.13_17.12.57.877
CE,3,,,,,2021.08.13_17.12.57.877
Servant,3,HundredFaces,Assassin,Normal,13550.47565,2021.08.13_17.15.00.759
Servant,3,Mandricardo,Rider,Normal,14984.75324,2021.08.13_17.15.00.759
CE,3,,,,,2021.08.13_17.15.00.759
CE,3,,,,,2021.08.13_17.15.00.759
CE,3,,,,,2021.08.13_17.15.00.759
Servant,3,Euryale,Archer,Normal,16145.41179,2021.08.13_17.15.00.759
Servant,3,BillyTheKid,Archer,Normal,12637.56614,2021.08.13_17.15.00.759
Servant,3,Caesar,Saber,Normal,17140.74043,2021.08.13_17.15.00.759
Servant,3,Hector,Lancer,Normal,13821.78275,2021.08.13_17.15.00.759
Servant,3,Medusa,Rider,Normal,14868.99744,2021.08.13_17.15.00.759
CE,5,,,,,2021.08.13_17.15.00.759
CE,3,,,,,2021.08.13_17.15.23.791
Servant,3,Avicebron,Caster,Normal,16005.08744,2021.08.13_17.15.23.791
Servant,3,Mandricardo,Rider,Normal,15029.31536,2021.08.13_17.15.23.791
Servant,3,Paracelsus,Caster,Normal,14982.407,2021.08.13_17.15.23.791
Servant,4,Tomoe,Archer,Normal,14198.47333,2021.08.13_17.15.23.791
CE,4,,,,,2021.08.13_17.15.23.791
Servant,3,Serenity,Assassin,Normal,12755.39261,2021.08.13_17.15.23.791
Servant,4,FairyGawain,Saber,Story-locked,15505.85203,2021.08.13_17.15.23.791
CE,3,,,,,2021.08.13_17.15.23.791
Servant,3,Mandricardo,Rider,Normal,15957.81309,2021.08.13_17.15.23.791
CE,3,,,,,2021.08.13_17.15.23.791
Servant,3,Medusa,Rider,Normal,14387.84517,2021.08.13_17.15.42.542
Servant,3,Caesar,Saber,Normal,15724.32058,2021.08.13_17.15.42.542
CE,4,,,,,2021.08.13_17.15.42.542
CE,3,,,,,2021.08.13_17.15.42.542
Servant,3,Jingke,Assassin,Normal,14211.75754,2021.08.13_17.15.42.542
Servant,3,CuProto,Lancer,Normal,11845.74111,2021.08.13_17.15.42.542
CE,4,,,,,2021.08.13_17.15.42.542
CE,4,,,,,2021.08.13_17.15.42.542
Servant,3,Kotarou,Assassin,Normal,13889.53783,2021.08.13_17.15.42.542
Servant,3,Paracelsus,Caster,Normal,15950.65121,2021.08.13_17.15.42.542
CE,3,,,,,2021.08.13_17.15.42.542
CE,4,,,,,2021.08.13_17.15.55.475
CE,3,,,,,2021.08.13_17.15.55.475
Servant,4,FairyTristan,Archer,Story-locked,13324.94082,2021.08.13_17.15.55.475
Servant,3,Darius,Berserker,Normal,15238.84715,2021.08.13_17.15.55.475
CE,3,,,,,2021.08.13_17.15.55.475
CE,3,,,,,2021.08.13_17.15.55.475
Servant,3,Paracelsus,Caster,Normal,15563.24324,2021.08.13_17.15.55.475
Servant,3,Hector,Lancer,Normal,14108.52295,2021.08.13_17.15.55.475
CE,3,,,,,2021.08.13_17.15.55.475
CE,4,,,,,2021.08.13_17.15.55.475
CE,3,,,,,2021.08.13_17.15.55.475
CE,3,,,,,2021.08.13_17.16.06.875
CE,3,,,,,2021.08.13_17.16.06.875
CE,3,,,,,2021.08.13_17.16.06.875
CE,3,,,,,2021.08.13_17.16.06.875
CE,3,,,,,2021.08.13_17.16.06.875
Servant,3,Medea,Caster,Normal,12726.60976,2021.08.13_17.16.06.875
Servant,3,Ushiwakamaru,Rider,Normal,14820.81754,2021.08.13_17.16.06.875
Servant,3,WilliamTell,Archer,Normal,16125.8514,2021.08.13_17.16.06.875
CE,3,,,,,2021.08.13_17.16.06.875
CE,4,,,,,2021.08.13_17.16.06.875
CE,3,,,,,2021.08.13_17.16.06.875
Servant,3,Jekyll,Assassin,Normal,14853.40609,2021.08.13_17.16.28.575
CE,3,,,,,2021.08.13_17.16.28.575
CE,3,,,,,2021.08.13_17.16.28.575
CE,4,,,,,2021.08.13_17.16.28.575
CE,4,,,,,2021.08.13_17.16.28.575
CE,3,,,,,2021.08.13_17.16.28.575
CE,4,,,,,2021.08.13_17.16.28.575
CE,5,,,,,2021.08.13_17.16.28.575
Servant,3,Euryale,Archer,Normal,16860.05686,2021.08.13_17.16.28.575
CE,3,,,,,2021.08.13_17.16.28.575
CE,4,,,,,2021.08.13_17.16.28.575
Servant,3,Mandricardo,Rider,Normal,15219.75169,2021.08.13_17.16.37.675
CE,3,,,,,2021.08.13_17.16.37.675
Servant,3,Hector,Lancer,Normal,13199.27609,2021.08.13_17.16.37.675
CE,3,,,,,2021.08.13_17.16.37.675
CE,3,,,,,2021.08.13_17.16.37.675
Servant,3,WilliamTell,Archer,Normal,13814.17894,2021.08.13_17.16.37.675
CE,3,,,,,2021.08.13_17.16.37.675
Servant,3,Kotarou,Assassin,Normal,14167.96169,2021.08.13_17.16.37.675
Servant,4,FairyGawain,Saber,Story-locked,15069.67739,2021.08.13_17.16.37.675
CE,3,,,,,2021.08.13_17.16.37.675
CE,3,,,,,2021.08.13_17.16.37.675
Servant,3,Romulus,Lancer,Normal,13992.51918,2021.08.13_17.16.48.259
Servant,3,Touda,Archer,Normal,14468.95599,2021.08.13_17.16.48.259
CE,3,,,,,2021.08.13_17.16.48.259
CE,3,,,,,2021.08.13_17.16.48.259
Servant,3,Fergus,Saber,Normal,12626.02367,2021.08.13_17.16.48.259
CE,4,,,,,2021.08.13_17.16.48.259
Servant,3,Caesar,Saber,Normal,16425.38957,2021.08.13_17.16.48.259
CE,4,,,,,2021.08.13_17.16.48.259
Servant,3,Hector,Lancer,Normal,13865.70725,2021.08.13_17.16.48.259
CE,3,,,,,2021.08.13_17.16.48.259
CE,3,,,,,2021.08.13_17.16.48.259
Servant,3,Avicebron,Caster,Normal,16269.95874,2021.08.13_17.16.59.059
Servant,3,Medea,Caster,Normal,13493.48937,2021.08.13_17.16.59.059
Servant,3,Fergus,Saber,Normal,13664.68072,2021.08.13_17.16.59.059
Servant,3,Touda,Archer,Normal,14441.74657,2021.08.13_17.16.59.059
CE,3,,,,,2021.08.13_17.16.59.059
CE,3,,,,,2021.08.13_17.16.59.059
CE,4,,,,,2021.08.13_17.16.59.059
Servant,3,Fergus,Saber,Normal,15012.1656,2021.08.13_17.16.59.059
CE,3,,,,,2021.08.13_17.16.59.059
Servant,3,Kiyohime,Berserker,Normal,14144.8042,2021.08.13_17.16.59.059
Servant,5,Oberon,Pretender,Limited,16115.35773,2021.08.13_17.16.59.059
CE,4,,,,,2021.08.13_17.17.12.109
CE,3,,,,,2021.08.13_17.17.12.109
Servant,3,Medea,Caster,Normal,13801.22976,2021.08.13_17.17.12.109
CE,4,,,,,2021.08.13_17.17.12.109
Servant,3,Medusa,Rider,Normal,13039.01464,2021.08.13_17.17.12.109
Servant,3,Geronimo,Caster,Normal,12132.00464,2021.08.13_17.17.12.109
CE,4,,,,,2021.08.13_17.17.12.109
CE,4,,,,,2021.08.13_17.17.12.109
CE,3,,,,,2021.08.13_17.17.12.109
CE,4,,,,,2021.08.13_17.17.12.109
Servant,3,BillyTheKid,Archer,Normal,13190.29174,2021.08.13_17.17.12.109
Servant,3,Mandricardo,Rider,Normal,15229.6458,2021.08.13_17.17.44.542
Servant,5,Oberon,Pretender,Limited,15843.10585,2021.08.13_17.17.44.542
Servant,4,FairyTristan,Archer,Story-locked,13323.71498,2021.08.13_17.17.44.542
CE,4,,,,,2021.08.13_17.17.44.542
Servant,3,David,Archer,Normal,12959.35203,2021.08.13_17.17.44.542
Servant,3,Alexander,Rider,Normal,12680.77628,2021.08.13_17.17.44.542
Servant,3,Hector,Lancer,Normal,13331.37865,2021.08.13_17.17.44.542
Servant,3,Darius,Berserker,Normal,16533.2587,2021.08.13_17.17.44.542
CE,4,,,,,2021.08.13_17.17.44.542
Servant,3,Romulus,Lancer,Normal,14758.00208,2021.08.13_17.17.44.542
CE,4,,,,,2021.08.13_17.17.44.542
CE,4,,,,,2021.08.13_17.18.08.059
Servant,3,GillesSaber,Saber,Normal,14507.0428,2021.08.13_17.18.08.059
Servant,3,Geronimo,Caster,Normal,13125.59275,2021.08.13_17.18.08.059
CE,4,,,,,2021.08.13_17.18.08.059
CE,3,,,,,2021.08.13_17.18.08.059
Servant,3,Hector,Lancer,Normal,12155.97121,2021.08.13_17.18.08.059
Servant,3,CuLancer,Lancer,Normal,15251.67913,2021.08.13_17.18.08.059
Servant,3,Paracelsus,Caster,Normal,15991.13473,2021.08.13_17.18.08.059
CE,3,,,,,2021.08.13_17.18.08.059
CE,3,,,,,2021.08.13_17.18.08.059
Servant,3,Hector,Lancer,Normal,13364.89879,2021.08.13_17.18.08.059
Servant,3,Euryale,Archer,Normal,17998.52343,2021.08.13_17.18.21.575
CE,4,,,,,2021.08.13_17.18.21.575
Servant,3,Darius,Berserker,Normal,15191.54749,2021.08.13_17.18.21.575
Servant,3,Lubu,Berserker,Normal,13566.56391,2021.08.13_17.18.21.575
CE,5,,,,,2021.08.13_17.18.21.575
CE,3,,,,,2021.08.13_17.18.21.575
Servant,3,Touda,Archer,Normal,14358.68478,2021.08.13_17.18.21.575
Servant,3,CuProto,Lancer,Normal,13946.91541,2021.08.13_17.18.21.575
CE,3,,,,,2021.08.13_17.18.21.575
CE,3,,,,,2021.08.13_17.18.21.575
Servant,3,Jekyll,Assassin,Normal,14905.90314,2021.08.13_17.18.21.575
CE,4,,,,,2021.08.13_17.18.32.792
CE,4,,,,,2021.08.13_17.18.32.792
Servant,3,WilliamTell,Archer,Normal,15061.12024,2021.08.13_17.18.32.792
Servant,3,HundredFaces,Assassin,Normal,13535.52802,2021.08.13_17.18.32.792
CE,3,,,,,2021.08.13_17.18.32.792
Servant,3,CuProto,Lancer,Normal,11833.4599,2021.08.13_17.18.32.792
Servant,5,Oberon,Pretender,Limited,15931.32556,2021.08.13_17.18.32.792
CE,3,,,,,2021.08.13_17.18.32.792
Servant,3,Euryale,Archer,Normal,16848.38792,2021.08.13_17.18.32.792
CE,3,,,,,2021.08.13_17.18.32.792
Servant,3,Kotarou,Assassin,Normal,13661.44787,2021.08.13_17.18.32.792
CE,3,,,,,2021.08.13_17.18.42.958
CE,3,,,,,2021.08.13_17.18.42.958
Servant,3,Ushiwakamaru,Rider,Normal,14680.04565,2021.08.13_17.18.42.958
Servant,3,Avicebron,Caster,Normal,16061.56391,2021.08.13_17.18.42.958
