CardType,Rarity,ServantName,Class,Avail,Diff,Time
CE,4,,,,,2021.08.02_16.49.47.382
CE,5,,,,,2021.08.02_16.49.47.382
Servant,3,Medusa,Rider,Normal,13031.92444,2021.08.02_16.49.47.382
Servant,3,Geronimo,Caster,Normal,12104.26454,2021.08.02_16.49.47.382
CE,4,,,,,2021.08.02_16.49.47.382
Servant,3,KidGil,Archer,Normal,13611.0143,2021.08.02_16.49.47.382
CE,3,,,,,2021.08.02_16.49.47.382
Servant,3,Mandricardo,Rider,Normal,16003.51696,2021.08.02_16.49.47.382
Servant,3,Boudica,Rider,Normal,16075.19097,2021.08.02_16.49.47.382
CE,3,,,,,2021.08.02_16.50.02.015
CE,4,,,,,2021.08.02_16.50.02.015
Servant,3,BillyTheKid,Archer,Normal,12857.8499,2021.08.02_16.50.02.015
Servant,3,Lubu,Berserker,Normal,13556.11763,2021.08.02_16.50.02.015
Servant,3,Kiyohime,Berserker,Normal,12503.47459,2021.08.02_16.50.02.015
CE,3,,,,,2021.08.02_16.50.02.015
Servant,3,Euryale,Archer,Normal,16859.32449,2021.08.02_16.50.02.015
CE,5,,,,,2021.08.02_16.50.02.015
CE,5,,,,,2021.08.02_16.50.02.015
CE,4,,,,,2021.08.02_16.50.02.015
CE,3,,,,,2021.08.02_16.50.02.015
Servant,3,Mephistopheles,Caster,Normal,13855.25237,2021.08.02_16.50.18.069
CE,3,,,,,2021.08.02_16.50.18.069
CE,3,,,,,2021.08.02_16.50.18.069
Servant,3,Fergus,Saber,Normal,13491.96855,2021.08.02_16.50.18.069
CE,3,,,,,2021.08.02_16.50.18.069
CE,3,,,,,2021.08.02_16.50.18.069
CE,5,,,,,2021.08.02_16.50.18.069
Servant,3,Serenity,Assassin,Normal,13520.19464,2021.08.02_16.50.18.069
Servant,4,Ibaraki,Berserker,Normal,14617.39,2021.08.02_16.50.18.069
CE,3,,,,,2021.08.02_16.50.18.069
Servant,3,Avicebron,Caster,Normal,16976.52469,2021.08.02_16.50.18.069
Servant,3,HundredFaces,Assassin,Normal,13601.09473,2021.08.02_16.50.55.465
CE,4,,,,,2021.08.02_16.50.55.465
CE,3,,,,,2021.08.02_16.50.55.465
CE,5,,,,,2021.08.02_16.50.55.465
Servant,4,Chiron,Archer,Normal,11387.59961,2021.08.02_16.50.55.465
Servant,3,Fergus,Saber,Normal,12384.74459,2021.08.02_16.50.55.465
Servant,4,Valkyrie,Lancer,Normal,17345.54797,2021.08.02_16.50.55.465
CE,3,,,,,2021.08.02_16.50.55.465
CE,3,,,,,2021.08.02_16.50.55.465
CE,3,,,,,2021.08.02_16.50.55.465
CE,4,,,,,2021.08.02_16.50.55.465
Servant,4,Valkyrie,Lancer,Normal,16842.217,2021.08.02_16.51.07.583
CE,3,,,,,2021.08.02_16.51.07.583
CE,3,,,,,2021.08.02_16.51.07.583
Servant,3,Ushiwakamaru,Rider,Normal,14574.13923,2021.08.02_16.51.07.583
CE,3,,,,,2021.08.02_16.51.07.583
Servant,3,Diarmuid,Lancer,Normal,13102.83092,2021.08.02_16.51.07.583
CE,3,,,,,2021.08.02_16.51.07.583
CE,3,,,,,2021.08.02_16.51.07.583
Servant,3,Mandricardo,Rider,Normal,15686.42802,2021.08.02_16.51.07.583
CE,4,,,,,2021.08.02_16.51.07.583
Servant,3,David,Archer,Normal,14419.03691,2021.08.02_16.51.07.583
CE,3,,,,,2021.08.02_16.51.59.298
Servant,3,Fergus,Saber,Normal,13704.14222,2021.08.02_16.51.59.298
Servant,3,Ushiwakamaru,Rider,Normal,14548.62217,2021.08.02_16.51.59.298
Servant,3,WilliamTell,Archer,Normal,14984.47232,2021.08.02_16.51.59.298
Servant,4,Tsuna,Saber,Normal,14539.30966,2021.08.02_16.51.59.298
Servant,3,Fergus,Saber,Normal,12290.87304,2021.08.02_16.51.59.298
Servant,3,Serenity,Assassin,Normal,12678.32415,2021.08.02_16.51.59.298
Servant,4,YanQing,Assassin,Normal,17202.43522,2021.08.02_16.51.59.298
CE,3,,,,,2021.08.02_16.51.59.298
CE,3,,,,,2021.08.02_16.51.59.298
CE,4,,,,,2021.08.02_16.51.59.298
Servant,3,GillesSaber,Saber,Normal,14573.08488,2021.08.02_16.52.24.499
Servant,3,Geronimo,Caster,Normal,12785.78251,2021.08.02_16.52.24.499
CE,5,,,,,2021.08.02_16.52.24.499
CE,5,,,,,2021.08.02_16.52.24.499
CE,4,,,,,2021.08.02_16.52.24.499
Servant,3,Kiyohime,Berserker,Normal,12632.89159,2021.08.02_16.52.24.499
Servant,3,KidGil,Archer,Normal,12675.32932,2021.08.02_16.52.24.499
CE,4,,,,,2021.08.02_16.52.24.499
Servant,3,Mephistopheles,Caster,Normal,14448.90541,2021.08.02_16.52.24.499
Servant,3,Hector,Lancer,Normal,14057.01923,2021.08.02_16.52.24.499
Servant,3,HundredFaces,Assassin,Normal,13483.12908,2021.08.02_16.52.24.499
Servant,3,Fergus,Saber,Normal,13725.61005,2021.08.02_16.52.38.834
Servant,3,CuProto,Lancer,Normal,13158.15681,2021.08.02_16.52.38.834
CE,3,,,,,2021.08.02_16.52.38.834
CE,5,,,,,2021.08.02_16.52.38.834
CE,4,,,,,2021.08.02_16.52.38.834
Servant,3,Jingke,Assassin,Normal,14489.01179,2021.08.02_16.52.38.834
CE,3,,,,,2021.08.02_16.52.38.834
Servant,3,Mandricardo,Rider,Normal,16148.15053,2021.08.02_16.52.38.834
Servant,3,Caesar,Saber,Normal,16714.32531,2021.08.02_16.52.38.834
CE,4,,,,,2021.08.02_16.52.38.834
Servant,3,Diarmuid,Lancer,Normal,14188.80391,2021.08.02_16.52.38.834
CE,3,,,,,2021.08.02_16.53.00.815
CE,3,,,,,2021.08.02_16.53.00.815
Servant,3,Paracelsus,Caster,Normal,14917.17899,2021.08.02_16.53.00.815
Servant,4,Nitocris,Caster,Normal,13301.09546,2021.08.02_16.53.00.815
CE,5,,,,,2021.08.02_16.53.00.815
Servant,3,Robinhood,Archer,Normal,12431.73758,2021.08.02_16.53.00.815
CE,4,,,,,2021.08.02_16.53.00.815
Servant,3,Inshun,Lancer,Normal,14522.48459,2021.08.02_16.53.00.815
CE,3,,,,,2021.08.02_16.53.00.815
CE,3,,,,,2021.08.02_16.53.00.815
Servant,3,Boudica,Rider,Normal,16089.61531,2021.08.02_16.53.00.815
Servant,3,Lubu,Berserker,Normal,13553.00319,2021.08.02_16.53.13.266
Servant,3,GillesSaber,Saber,Normal,14499.16531,2021.08.02_16.53.13.266
Servant,3,Medea,Caster,Normal,13848.41894,2021.08.02_16.53.13.266
Servant,3,Ushiwakamaru,Rider,Normal,14646.41319,2021.08.02_16.53.13.266
CE,3,,,,,2021.08.02_16.53.13.266
Servant,3,Serenity,Assassin,Normal,11526.45734,2021.08.02_16.53.13.266
CE,4,,,,,2021.08.02_16.53.13.266
Servant,3,Inshun,Lancer,Normal,14551.59208,2021.08.02_16.53.13.266
CE,4,,,,,2021.08.02_16.53.13.266
Servant,3,Boudica,Rider,Normal,16646.27937,2021.08.02_16.53.13.266
CE,3,,,,,2021.08.02_16.53.13.266
CE,5,,,,,2021.08.02_16.53.26.398
CE,3,,,,,2021.08.02_16.53.26.398
Servant,3,Diarmuid,Lancer,Normal,13834.34821,2021.08.02_16.53.26.398
CE,3,,,,,2021.08.02_16.53.26.398
Servant,3,KidGil,Archer,Normal,12038.28705,2021.08.02_16.53.26.398
CE,4,,,,,2021.08.02_16.53.26.398
Servant,3,WilliamTell,Archer,Normal,15041.50198,2021.08.02_16.53.26.398
CE,5,,,,,2021.08.02_16.53.26.398
CE,3,,,,,2021.08.02_16.53.26.398
CE,3,,,,,2021.08.02_16.53.26.398
CE,3,,,,,2021.08.02_16.53.26.398
CE,4,,,,,2021.08.02_16.53.39.319
Servant,3,BillyTheKid,Archer,Normal,12765.71638,2021.08.02_16.53.39.319
Servant,5,Koyanskaya,Assassin,Limited,14322.42986,2021.08.02_16.53.39.319
CE,3,,,,,2021.08.02_16.53.39.319
CE,3,,,,,2021.08.02_16.53.39.319
CE,3,,,,,2021.08.02_16.53.39.319
Servant,3,Medea,Caster,Normal,14006.18691,2021.08.02_16.53.39.319
Servant,3,Kiyohime,Berserker,Normal,14213.21005,2021.08.02_16.53.39.319
CE,3,,,,,2021.08.02_16.53.39.319
CE,3,,,,,2021.08.02_16.53.39.319
Servant,3,Ushiwakamaru,Rider,Normal,14954.15604,2021.08.02_16.53.39.319
Servant,4,Valkyrie,Lancer,Normal,16831.62874,2021.08.02_16.53.51.865
CE,3,,,,,2021.08.02_16.53.51.865
Servant,3,Mephistopheles,Caster,Normal,13818.39135,2021.08.02_16.53.51.865
CE,3,,,,,2021.08.02_16.53.51.865
CE,4,,,,,2021.08.02_16.53.51.865
Servant,3,Mephistopheles,Caster,Normal,12694.20783,2021.08.02_16.53.51.865
CE,3,,,,,2021.08.02_16.53.51.865
CE,4,,,,,2021.08.02_16.53.51.865
Servant,3,Jekyll,Assassin,Normal,15064.13333,2021.08.02_16.53.51.865
CE,3,,,,,2021.08.02_16.53.51.865
CE,3,,,,,2021.08.02_16.53.51.865
Servant,3,Kotarou,Assassin,Normal,13362.44865,2021.08.02_16.54.03.031
Servant,3,CuProto,Lancer,Normal,13189.97469,2021.08.02_16.54.03.031
Servant,3,Caesar,Saber,Normal,15853.89531,2021.08.02_16.54.03.031
CE,3,,,,,2021.08.02_16.54.03.031
Servant,3,Geronimo,Caster,Normal,12139.02541,2021.08.02_16.54.03.031
CE,4,,,,,2021.08.02_16.54.03.031
Servant,3,Kotarou,Assassin,Normal,13232.58082,2021.08.02_16.54.03.031
Servant,3,CuLancer,Lancer,Normal,16275.87271,2021.08.02_16.54.03.031
Servant,3,Avicebron,Caster,Normal,16836.6258,2021.08.02_16.54.03.031
CE,3,,,,,2021.08.02_16.54.03.031
Servant,3,Inshun,Lancer,Normal,13804.26647,2021.08.02_16.54.03.031
CE,3,,,,,2021.08.02_16.54.19.748
CE,5,,,,,2021.08.02_16.54.19.748
CE,3,,,,,2021.08.02_16.54.19.748
CE,5,,,,,2021.08.02_16.54.19.748
CE,4,,,,,2021.08.02_16.54.19.748
Servant,3,Romulus,Lancer,Normal,12981.10966,2021.08.02_16.54.19.748
CE,3,,,,,2021.08.02_16.54.19.748
Servant,3,David,Archer,Normal,15005.70787,2021.08.02_16.54.19.748
Servant,3,BillyTheKid,Archer,Normal,13167.35812,2021.08.02_16.54.19.748
Servant,3,Medea,Caster,Normal,14809.57329,2021.08.02_16.54.19.748
CE,3,,,,,2021.08.02_16.54.19.748
Servant,3,Mephistopheles,Caster,Normal,13851.47019,2021.08.02_16.54.38.281
Servant,3,Mephistopheles,Caster,Normal,13575.22802,2021.08.02_16.54.38.281
CE,3,,,,,2021.08.02_16.54.38.281
CE,3,,,,,2021.08.02_16.54.38.281
CE,5,,,,,2021.08.02_16.54.38.281
Servant,3,Babbage,Caster,Normal,11542.73198,2021.08.02_16.54.38.281
CE,4,,,,,2021.08.02_16.54.38.281
Servant,3,Jekyll,Assassin,Normal,15529.13459,2021.08.02_16.54.38.281
CE,4,,,,,2021.08.02_16.54.38.281
Servant,3,Kiyohime,Berserker,Normal,14176.02522,2021.08.02_16.54.38.281
CE,3,,,,,2021.08.02_16.54.38.281
Servant,3,Boudica,Rider,Normal,15563.5144,2021.08.02_16.55.00.698
Servant,3,Mandricardo,Rider,Normal,15049.2857,2021.08.02_16.55.00.698
CE,3,,,,,2021.08.02_16.55.00.698
CE,3,,,,,2021.08.02_16.55.00.698
CE,4,,,,,2021.08.02_16.55.00.698
Servant,4,NurseryRhyme,Caster,Normal,12783.52928,2021.08.02_16.55.00.698
CE,5,,,,,2021.08.02_16.55.00.698
Servant,4,Circe,Caster,Normal,15156.65971,2021.08.02_16.55.00.698
CE,3,,,,,2021.08.02_16.55.00.698
Servant,3,Alexander,Rider,Normal,14745.19734,2021.08.02_16.55.00.698
CE,3,,,,,2021.08.02_16.55.00.698
Servant,3,Alexander,Rider,Normal,14001.80493,2021.08.02_16.55.30.399
CE,4,,,,,2021.08.02_16.55.30.399
CE,3,,,,,2021.08.02_16.55.30.399
CE,4,,,,,2021.08.02_16.55.30.399
Servant,3,Lubu,Berserker,Normal,12568.54193,2021.08.02_16.55.30.399
Servant,3,Hector,Lancer,Normal,12144.87043,2021.08.02_16.55.30.399
CE,3,,,,,2021.08.02_16.55.30.399
CE,3,,,,,2021.08.02_16.55.30.399
Servant,3,Boudica,Rider,Normal,16321.11304,2021.08.02_16.55.30.399
CE,3,,,,,2021.08.02_16.55.30.399
CE,3,,,,,2021.08.02_16.55.30.399
Servant,3,Caesar,Saber,Normal,16007.73048,2021.08.02_16.55.43.333
Servant,4,NurseryRhyme,Caster,Normal,13304.43575,2021.08.02_16.55.43.333
Servant,3,KidGil,Archer,Normal,12892.8829,2021.08.02_16.55.43.333
CE,3,,,,,2021.08.02_16.55.43.333
Servant,3,Euryale,Archer,Normal,15581.54556,2021.08.02_16.55.43.333
CE,3,,,,,2021.08.02_16.55.43.333
CE,4,,,,,2021.08.02_16.55.43.333
CE,4,,,,,2021.08.02_16.55.43.333
Servant,3,Medusa,Rider,Normal,14532.39821,2021.08.02_16.55.43.333
Servant,3,GillesSaber,Saber,Normal,15190.68473,2021.08.02_16.55.43.333
CE,3,,,,,2021.08.02_16.55.43.333
CE,3,,,,,2021.08.02_16.55.56.865
CE,3,,,,,2021.08.02_16.55.56.865
CE,3,,,,,2021.08.02_16.55.56.865
Servant,3,Darius,Berserker,Normal,15200.05082,2021.08.02_16.55.56.865
CE,3,,,,,2021.08.02_16.55.56.865
Servant,3,HundredFaces,Assassin,Normal,12317.38304,2021.08.02_16.55.56.865
Servant,4,LancelotBerserker,Berserker,Normal,13818.19048,2021.08.02_16.55.56.865
CE,3,,,,,2021.08.02_16.55.56.865
Servant,3,Romulus,Lancer,Normal,14457.39048,2021.08.02_16.55.56.865
CE,4,,,,,2021.08.02_16.55.56.865
CE,5,,,,,2021.08.02_16.55.56.865
Servant,4,Heracles,Berserker,Normal,11844.7342,2021.08.02_16.56.18.215
Servant,3,Kotarou,Assassin,Normal,13278.05986,2021.08.02_16.56.18.215
Servant,3,Geronimo,Caster,Normal,12964.37971,2021.08.02_16.56.18.215
Servant,3,Ushiwakamaru,Rider,Normal,14460.7271,2021.08.02_16.56.18.215
CE,4,,,,,2021.08.02_16.56.18.215
Servant,3,HundredFaces,Assassin,Normal,12321.05343,2021.08.02_16.56.18.215
CE,3,,,,,2021.08.02_16.56.18.215
CE,4,,,,,2021.08.02_16.56.18.215
Servant,3,Robinhood,Archer,Normal,13997.25193,2021.08.02_16.56.18.215
CE,4,,,,,2021.08.02_16.56.18.215
Servant,3,Mephistopheles,Caster,Normal,14205.3758,2021.08.02_16.56.18.215
Servant,3,Jingke,Assassin,Normal,15479.44947,2021.08.02_16.56.33.215
CE,3,,,,,2021.08.02_16.56.33.215
CE,4,,,,,2021.08.02_16.56.33.215
Servant,3,Fergus,Saber,Normal,13492.53208,2021.08.02_16.56.33.215
Servant,4,Ibaraki,Berserker,Normal,13269.9156,2021.08.02_16.56.33.215
CE,4,,,,,2021.08.02_16.56.33.215
Servant,3,Avicebron,Caster,Normal,16442.68952,2021.08.02_16.56.33.215
CE,4,,,,,2021.08.02_16.56.33.215
CE,3,,,,,2021.08.02_16.56.33.215
CE,4,,,,,2021.08.02_16.56.33.215
CE,3,,,,,2021.08.02_16.56.33.215
CE,5,,,,,2021.08.02_16.56.53.332
CE,3,,,,,2021.08.02_16.56.53.332
CE,4,,,,,2021.08.02_16.56.53.332
Servant,3,Romulus,Lancer,Normal,13958.13029,2021.08.02_16.56.53.332
Servant,3,Darius,Berserker,Normal,14124.59826,2021.08.02_16.56.53.332
Servant,3,Medea,Caster,Normal,12686.53092,2021.08.02_16.56.53.332
CE,4,,,,,2021.08.02_16.56.53.332
Servant,3,Boudica,Rider,Normal,16672.89116,2021.08.02_16.56.53.332
Servant,3,Caesar,Saber,Normal,16763.33594,2021.08.02_16.56.53.332
Servant,3,HundredFaces,Assassin,Normal,14327.50734,2021.08.02_16.56.53.332
Servant,3,Romulus,Lancer,Normal,14213.38188,2021.08.02_16.56.53.332
CE,3,,,,,2021.08.02_16.57.26.782
CE,3,,,,,2021.08.02_16.57.26.782
Servant,3,CuProto,Lancer,Normal,13303.54019,2021.08.02_16.57.26.782
Servant,3,WilliamTell,Archer,Normal,15020.61353,2021.08.02_16.57.26.782
Servant,3,Kiyohime,Berserker,Normal,12451.7042,2021.08.02_16.57.26.782
CE,4,,,,,2021.08.02_16.57.26.782
CE,3,,,,,2021.08.02_16.57.26.782
Servant,3,Mephistopheles,Caster,Normal,14776.08019,2021.08.02_16.57.26.782
Servant,3,Geronimo,Caster,Normal,13548.80237,2021.08.02_16.57.26.782
Servant,3,Ushiwakamaru,Rider,Normal,15598.43758,2021.08.02_16.57.26.782
CE,3,,,,,2021.08.02_16.57.26.782
CE,3,,,,,2021.08.02_16.57.47.664
CE,4,,,,,2021.08.02_16.57.47.664
CE,3,,,,,2021.08.02_16.57.47.664
Servant,3,Boudica,Rider,Normal,15306.06449,2021.08.02_16.57.47.664
CE,3,,,,,2021.08.02_16.57.47.664
Servant,3,Serenity,Assassin,Normal,11507.33662,2021.08.02_16.57.47.664
Servant,3,WilliamTell,Archer,Normal,15092.12671,2021.08.02_16.57.47.664
Servant,3,CuProto,Lancer,Normal,13920.38314,2021.08.02_16.57.47.664
Servant,4,Lanling,Saber,Normal,16131.64536,2021.08.02_16.57.47.664
CE,4,,,,,2021.08.02_16.57.47.664
Servant,3,KidGil,Archer,Normal,13105.99261,2021.08.02_16.57.47.664
CE,4,,,,,2021.08.02_16.57.58.331
CE,3,,,,,2021.08.02_16.57.58.331
CE,5,,,,,2021.08.02_16.57.58.331
Servant,3,Caesar,Saber,Normal,15727.08667,2021.08.02_16.57.58.331
CE,3,,,,,2021.08.02_16.57.58.331
Servant,3,Robinhood,Archer,Normal,12395.67043,2021.08.02_16.57.58.331
CE,3,,,,,2021.08.02_16.57.58.331
CE,3,,,,,2021.08.02_16.57.58.331
Servant,3,Euryale,Archer,Normal,16879.65101,2021.08.02_16.57.58.331
CE,3,,,,,2021.08.02_16.57.58.331
Servant,3,Avicebron,Caster,Normal,17009.55343,2021.08.02_16.57.58.331
CE,3,,,,,2021.08.02_16.58.15.516
CE,4,,,,,2021.08.02_16.58.15.516
Servant,3,Serenity,Assassin,Normal,12627.81802,2021.08.02_16.58.15.516
Servant,4,Beowulf,Berserker,Normal,12235.62473,2021.08.02_16.58.15.516
Servant,5,Koyanskaya,Assassin,Limited,13368.30662,2021.08.02_16.58.15.516
CE,3,,,,,2021.08.02_16.58.15.516
Servant,3,Romulus,Lancer,Normal,14241.58556,2021.08.02_16.58.15.516
CE,5,,,,,2021.08.02_16.58.15.516
Servant,3,Caesar,Saber,Normal,16667.21594,2021.08.02_16.58.15.516
CE,5,,,,,2021.08.02_16.58.15.516
CE,3,,,,,2021.08.02_16.58.15.516
Servant,4,AtalantaAlter,Berserker,Normal,14729.54227,2021.08.02_16.58.38.965
CE,4,,,,,2021.08.02_16.58.38.965
CE,3,,,,,2021.08.02_16.58.38.965
CE,3,,,,,2021.08.02_16.58.38.965
Servant,3,Caesar,Saber,Normal,14415.55763,2021.08.02_16.58.38.965
Servant,3,HundredFaces,Assassin,Normal,12295.68879,2021.08.02_16.58.38.965
Servant,3,Darius,Berserker,Normal,15745.44841,2021.08.02_16.58.38.965
CE,3,,,,,2021.08.02_16.58.38.965
Servant,3,CuProto,Lancer,Normal,13568.77623,2021.08.02_16.58.38.965
Servant,3,Jingke,Assassin,Normal,16220.22092,2021.08.02_16.58.38.965
CE,3,,,,,2021.08.02_16.58.38.965
CE,3,,,,,2021.08.02_16.59.03.050
CE,4,,,,,2021.08.02_16.59.03.050
CE,3,,,,,2021.08.02_16.59.03.050
