CardType,Rarity,ServantName,Class,Avail,Diff,Time
CE,4,,,,,2021.08.13_21.34.56.519
CE,3,,,,,2021.08.13_21.34.56.519
CE,4,,,,,2021.08.13_21.34.56.519
CE,3,,,,,2021.08.13_21.34.56.519
CE,3,,,,,2021.08.13_21.34.56.519
CE,4,,,,,2021.08.13_21.34.56.519
CE,3,,,,,2021.08.13_21.35.21.686
CE,3,,,,,2021.08.13_21.35.21.686
Servant,3,Euryale,Archer,Normal,17475.13285,2021.08.13_21.35.21.686
Servant,3,Ushiwakamaru,Rider,Normal,14480.92802,2021.08.13_21.35.21.686
Servant,3,Lubu,Berserker,Normal,12448.49618,2021.08.13_21.35.21.686
Servant,3,Ushiwakamaru,Rider,Normal,13372.14203,2021.08.13_21.35.21.686
CE,4,,,,,2021.08.13_21.35.21.686
Servant,3,Babbage,Caster,Normal,13495.36014,2021.08.13_21.35.21.686
CE,5,,,,,2021.08.13_21.35.21.686
CE,3,,,,,2021.08.13_21.35.21.686
Servant,3,David,Archer,Normal,15960.92884,2021.08.13_21.35.21.686
CE,3,,,,,2021.08.13_21.35.31.521
CE,3,,,,,2021.08.13_21.35.31.521
Servant,3,Mephistopheles,Caster,Normal,13820.62024,2021.08.13_21.35.31.521
CE,3,,,,,2021.08.13_21.35.31.521
Servant,3,CuLancer,Lancer,Normal,13962.66483,2021.08.13_21.35.31.521
CE,4,,,,,2021.08.13_21.35.31.521
CE,3,,,,,2021.08.13_21.35.31.521
Servant,3,HundredFaces,Assassin,Normal,14385.15411,2021.08.13_21.35.31.521
Servant,3,Geronimo,Caster,Normal,13524.40319,2021.08.13_21.35.31.521
Servant,3,Darius,Berserker,Normal,16473.2099,2021.08.13_21.35.31.521
Servant,3,Darius,Berserker,Normal,15809.75,2021.08.13_21.35.31.521
Servant,3,Kiyohime,Berserker,Normal,13591.24715,2021.08.13_21.35.43.272
Servant,3,Medea,Caster,Normal,13469.35908,2021.08.13_21.35.43.272
CE,3,,,,,2021.08.13_21.35.43.272
Servant,3,BillyTheKid,Archer,Normal,12710.37435,2021.08.13_21.35.43.272
Servant,3,David,Archer,Normal,13015.43169,2021.08.13_21.35.43.272
CE,3,,,,,2021.08.13_21.35.43.272
Servant,3,Jekyll,Assassin,Normal,14557.07126,2021.08.13_21.35.43.272
CE,4,,,,,2021.08.13_21.35.43.272
Servant,3,Darius,Berserker,Normal,16244.58188,2021.08.13_21.35.43.272
CE,3,,,,,2021.08.13_21.35.43.272
CE,3,,,,,2021.08.13_21.35.43.272
CE,3,,,,,2021.08.13_21.36.16.374
CE,3,,,,,2021.08.13_21.36.16.374
CE,5,,,,,2021.08.13_21.36.16.374
CE,4,,,,,2021.08.13_21.36.16.374
Servant,3,Serenity,Assassin,Normal,13171.61464,2021.08.13_21.36.16.374
CE,3,,,,,2021.08.13_21.36.16.374
Servant,3,Paracelsus,Caster,Normal,15609.99705,2021.08.13_21.36.16.374
Servant,3,Hector,Lancer,Normal,14098.32758,2021.08.13_21.36.16.374
Servant,3,Jekyll,Assassin,Normal,15087.69227,2021.08.13_21.36.16.374
CE,4,,,,,2021.08.13_21.36.16.374
CE,5,,,,,2021.08.13_21.36.16.374
Servant,3,Medea,Caster,Normal,13851.2186,2021.08.13_21.36.28.719
CE,3,,,,,2021.08.13_21.36.28.719
CE,3,,,,,2021.08.13_21.36.28.719
CE,3,,,,,2021.08.13_21.36.28.719
CE,3,,,,,2021.08.13_21.36.28.719
CE,3,,,,,2021.08.13_21.36.28.719
Servant,3,Inshun,Lancer,Normal,14049.17242,2021.08.13_21.36.28.719
Servant,3,Inshun,Lancer,Normal,14590.87266,2021.08.13_21.36.28.719
CE,4,,,,,2021.08.13_21.36.28.719
Servant,3,Hector,Lancer,Normal,14064.67556,2021.08.13_21.36.28.719
Servant,3,WilliamTell,Archer,Normal,15294.09739,2021.08.13_21.36.28.719
Servant,3,Mephistopheles,Caster,Normal,13859.08348,2021.08.13_21.36.49.285
Servant,3,Avicebron,Caster,Normal,16007.08662,2021.08.13_21.36.49.285
Servant,3,Caesar,Saber,Normal,15821.54126,2021.08.13_21.36.49.285
CE,4,,,,,2021.08.13_21.36.49.285
Servant,3,Mandricardo,Rider,Normal,13992.28507,2021.08.13_21.36.49.285
CE,4,,,,,2021.08.13_21.36.49.285
CE,4,,,,,2021.08.13_21.36.49.285
Servant,3,Jekyll,Assassin,Normal,15530.44556,2021.08.13_21.36.49.285
CE,3,,,,,2021.08.13_21.36.49.285
CE,5,,,,,2021.08.13_21.36.49.285
CE,5,,,,,2021.08.13_21.36.49.285
Servant,3,Boudica,Rider,Normal,15536.97039,2021.08.13_21.37.05.969
CE,3,,,,,2021.08.13_21.37.05.969
CE,4,,,,,2021.08.13_21.37.05.969
CE,4,,,,,2021.08.13_21.37.05.969
Servant,3,David,Archer,Normal,13006.08372,2021.08.13_21.37.05.969
CE,3,,,,,2021.08.13_21.37.05.969
CE,3,,,,,2021.08.13_21.37.05.969
CE,4,,,,,2021.08.13_21.37.05.969
CE,3,,,,,2021.08.13_21.37.05.969
CE,3,,,,,2021.08.13_21.37.05.969
CE,3,,,,,2021.08.13_21.37.05.969
Servant,3,Geronimo,Caster,Normal,13102.30063,2021.08.13_21.37.27.702
CE,3,,,,,2021.08.13_21.37.27.702
Servant,3,Jekyll,Assassin,Normal,14568.51309,2021.08.13_21.37.27.702
CE,3,,,,,2021.08.13_21.37.27.702
Servant,3,Lubu,Berserker,Normal,12471.41135,2021.08.13_21.37.27.702
CE,4,,,,,2021.08.13_21.37.27.702
CE,3,,,,,2021.08.13_21.37.27.702
CE,3,,,,,2021.08.13_21.37.27.702
Servant,3,GillesSaber,Saber,Normal,16981.66546,2021.08.13_21.37.27.702
Servant,3,Euryale,Archer,Normal,17574.76894,2021.08.13_21.37.27.702
CE,4,,,,,2021.08.13_21.37.27.702
CE,3,,,,,2021.08.13_21.37.41.502
Servant,3,HundredFaces,Assassin,Normal,13178.62353,2021.08.13_21.37.41.502
CE,4,,,,,2021.08.13_21.37.41.502
CE,3,,,,,2021.08.13_21.37.41.502
CE,3,,,,,2021.08.13_21.37.41.502
CE,3,,,,,2021.08.13_21.37.41.502
Servant,3,Darius,Berserker,Normal,15767.38329,2021.08.13_21.37.41.502
Servant,3,KidGil,Archer,Normal,13549.73391,2021.08.13_21.37.41.502
Servant,3,David,Archer,Normal,14592.32536,2021.08.13_21.37.41.502
CE,3,,,,,2021.08.13_21.37.41.502
CE,3,,,,,2021.08.13_21.37.41.502
CE,4,,,,,2021.08.13_21.38.10.518
CE,4,,,,,2021.08.13_21.38.10.518
CE,3,,,,,2021.08.13_21.38.10.518
CE,4,,,,,2021.08.13_21.38.10.518
CE,4,,,,,2021.08.13_21.38.10.518
CE,3,,,,,2021.08.13_21.38.10.518
Servant,3,Hector,Lancer,Normal,13353.91589,2021.08.13_21.38.10.518
CE,3,,,,,2021.08.13_21.38.10.518
Servant,3,Kotarou,Assassin,Normal,13910.9987,2021.08.13_21.38.10.518
CE,3,,,,,2021.08.13_21.38.10.518
Servant,5,Osakabehime,Assassin,Normal,15557.21507,2021.08.13_21.38.10.518
Servant,3,WilliamTell,Archer,Normal,15049.53454,2021.08.13_21.38.34.302
CE,3,,,,,2021.08.13_21.38.34.302
CE,3,,,,,2021.08.13_21.38.34.302
Servant,3,Geronimo,Caster,Normal,12966.48005,2021.08.13_21.38.34.302
CE,3,,,,,2021.08.13_21.38.34.302
Servant,3,Fergus,Saber,Normal,14217.0115,2021.08.13_21.38.34.302
CE,3,,,,,2021.08.13_21.38.34.302
CE,3,,,,,2021.08.13_21.38.34.302
Servant,3,Geronimo,Caster,Normal,13546.74744,2021.08.13_21.38.34.302
CE,3,,,,,2021.08.13_21.38.34.302
CE,4,,,,,2021.08.13_21.38.34.302
CE,4,,,,,2021.08.13_21.38.54.320
Servant,3,Boudica,Rider,Normal,15290.6487,2021.08.13_21.38.54.320
Servant,3,David,Archer,Normal,14097.84541,2021.08.13_21.38.54.320
CE,4,,,,,2021.08.13_21.38.54.320
Servant,3,Diarmuid,Lancer,Normal,13005.98609,2021.08.13_21.38.54.320
CE,4,,,,,2021.08.13_21.38.54.320
CE,4,,,,,2021.08.13_21.38.54.320
CE,3,,,,,2021.08.13_21.38.54.320
Servant,3,Medea,Caster,Normal,14603.90609,2021.08.13_21.38.54.320
CE,4,,,,,2021.08.13_21.38.54.320
CE,3,,,,,2021.08.13_21.38.54.320
CE,4,,,,,2021.08.13_21.39.08.686
Servant,3,Serenity,Assassin,Normal,12207.17329,2021.08.13_21.39.08.686
CE,3,,,,,2021.08.13_21.39.08.686
Servant,3,Ushiwakamaru,Rider,Normal,14619.29111,2021.08.13_21.39.08.686
CE,4,,,,,2021.08.13_21.39.08.686
Servant,3,Jekyll,Assassin,Normal,13276.09121,2021.08.13_21.39.08.686
Servant,3,Lubu,Berserker,Normal,13401.62275,2021.08.13_21.39.08.686
CE,4,,,,,2021.08.13_21.39.08.686
CE,3,,,,,2021.08.13_21.39.08.686
CE,5,,,,,2021.08.13_21.39.08.686
CE,3,,,,,2021.08.13_21.39.08.686
CE,5,,,,,2021.08.13_21.39.38.136
Servant,3,Touda,Archer,Normal,14525.29333,2021.08.13_21.39.38.136
CE,4,,,,,2021.08.13_21.39.38.136
CE,4,,,,,2021.08.13_21.39.38.136
Servant,3,Kotarou,Assassin,Normal,12332.95111,2021.08.13_21.39.38.136
CE,3,,,,,2021.08.13_21.39.38.136
CE,3,,,,,2021.08.13_21.39.38.136
Servant,3,Inshun,Lancer,Normal,14525.90097,2021.08.13_21.39.38.136
Servant,3,Mandricardo,Rider,Normal,15713.44705,2021.08.13_21.39.38.136
CE,3,,,,,2021.08.13_21.39.38.136
Servant,4,Helena,Caster,Normal,15890.42063,2021.08.13_21.39.38.136
Servant,3,David,Archer,Normal,14177.25739,2021.08.13_21.39.50.285
CE,3,,,,,2021.08.13_21.39.50.285
CE,4,,,,,2021.08.13_21.39.50.285
CE,4,,,,,2021.08.13_21.39.50.285
Servant,3,Caesar,Saber,Normal,14532.88899,2021.08.13_21.39.50.285
Servant,3,HundredFaces,Assassin,Normal,12352.94039,2021.08.13_21.39.50.285
CE,3,,,,,2021.08.13_21.39.50.285
CE,4,,,,,2021.08.13_21.39.50.285
CE,3,,,,,2021.08.13_21.39.50.285
CE,3,,,,,2021.08.13_21.39.50.285
Servant,3,David,Archer,Normal,14299.36903,2021.08.13_21.39.50.285
CE,3,,,,,2021.08.13_21.40.18.769
Servant,3,Kotarou,Assassin,Normal,13280.37164,2021.08.13_21.40.18.769
Servant,3,Darius,Berserker,Normal,15246.16198,2021.08.13_21.40.18.769
CE,4,,,,,2021.08.13_21.40.18.769
CE,3,,,,,2021.08.13_21.40.18.769
Servant,3,Mandricardo,Rider,Normal,13790.17614,2021.08.13_21.40.18.769
CE,3,,,,,2021.08.13_21.40.18.769
CE,3,,,,,2021.08.13_21.40.18.769
Servant,3,Lubu,Berserker,Normal,13894.863,2021.08.13_21.40.18.769
Servant,3,CuLancer,Lancer,Normal,16053.43986,2021.08.13_21.40.18.769
CE,4,,,,,2021.08.13_21.40.18.769
Servant,3,Alexander,Rider,Normal,13975.07507,2021.08.13_21.40.39.219
CE,3,,,,,2021.08.13_21.40.39.219
Servant,3,HundredFaces,Assassin,Normal,13638.99845,2021.08.13_21.40.39.219
CE,5,,,,,2021.08.13_21.40.39.219
CE,3,,,,,2021.08.13_21.40.39.219
CE,3,,,,,2021.08.13_21.40.39.219
CE,4,,,,,2021.08.13_21.40.39.219
CE,4,,,,,2021.08.13_21.40.39.219
Servant,3,Kiyohime,Berserker,Normal,13868.03932,2021.08.13_21.40.39.219
Servant,3,Euryale,Archer,Normal,17592.16812,2021.08.13_21.40.39.219
Servant,3,Darius,Berserker,Normal,15825.97947,2021.08.13_21.40.39.219
Servant,3,Mephistopheles,Caster,Normal,13832.80797,2021.08.13_21.41.07.118
CE,3,,,,,2021.08.13_21.41.07.118
Servant,3,Paracelsus,Caster,Normal,15004.38111,2021.08.13_21.41.07.118
CE,5,,,,,2021.08.13_21.41.07.118
CE,3,,,,,2021.08.13_21.41.07.118
CE,3,,,,,2021.08.13_21.41.07.118
CE,3,,,,,2021.08.13_21.41.07.118
CE,3,,,,,2021.08.13_21.41.07.118
CE,4,,,,,2021.08.13_21.41.07.118
CE,3,,,,,2021.08.13_21.41.07.118
CE,4,,,,,2021.08.13_21.41.07.118
CE,3,,,,,2021.08.13_21.41.21.870
CE,4,,,,,2021.08.13_21.41.21.870
Servant,3,Robinhood,Archer,Normal,13593.25459,2021.08.13_21.41.21.870
CE,4,,,,,2021.08.13_21.41.21.870
Servant,3,Mandricardo,Rider,Normal,13962.85338,2021.08.13_21.41.21.870
Servant,3,Jekyll,Assassin,Normal,13295.35203,2021.08.13_21.41.21.870
CE,3,,,,,2021.08.13_21.41.21.870
Servant,3,Paracelsus,Caster,Normal,15951.29357,2021.08.13_21.41.21.870
CE,3,,,,,2021.08.13_21.41.21.870
Servant,3,BillyTheKid,Archer,Normal,13426.54082,2021.08.13_21.41.21.870
CE,3,,,,,2021.08.13_21.41.21.870
CE,4,,,,,2021.08.13_21.41.51.401
CE,4,,,,,2021.08.13_21.41.51.401
CE,3,,,,,2021.08.13_21.41.51.401
CE,3,,,,,2021.08.13_21.41.51.401
Servant,3,Darius,Berserker,Normal,14140.82527,2021.08.13_21.41.51.401
Servant,3,Geronimo,Caster,Normal,12149.46498,2021.08.13_21.41.51.401
Servant,3,Caesar,Saber,Normal,16359.21551,2021.08.13_21.41.51.401
CE,3,,,,,2021.08.13_21.41.51.401
Servant,3,Jingke,Assassin,Normal,17671.92155,2021.08.13_21.41.51.401
CE,5,,,,,2021.08.13_21.41.51.401
Servant,4,FairyGawain,Saber,Story-locked,15300.36826,2021.08.13_21.41.51.401
CE,5,,,,,2021.08.13_21.42.08.901
CE,3,,,,,2021.08.13_21.42.08.901
Servant,3,Kiyohime,Berserker,Normal,13476.88894,2021.08.13_21.42.08.901
CE,4,,,,,2021.08.13_21.42.08.901
CE,3,,,,,2021.08.13_21.42.08.901
Servant,3,Kiyohime,Berserker,Normal,12625.08314,2021.08.13_21.42.08.901
Servant,3,Robinhood,Archer,Normal,13400.53696,2021.08.13_21.42.08.901
CE,3,,,,,2021.08.13_21.42.08.901
CE,3,,,,,2021.08.13_21.42.08.901
Servant,3,Robinhood,Archer,Normal,14272.64203,2021.08.13_21.42.08.901
CE,3,,,,,2021.08.13_21.42.08.901
CE,3,,,,,2021.08.13_21.42.29.221
Servant,3,Ushiwakamaru,Rider,Normal,14425.50773,2021.08.13_21.42.29.221
Servant,3,Geronimo,Caster,Normal,13160.69797,2021.08.13_21.42.29.221
CE,4,,,,,2021.08.13_21.42.29.221
Servant,3,Euryale,Archer,Normal,15717.91594,2021.08.13_21.42.29.221
CE,4,,,,,2021.08.13_21.42.29.221
CE,5,,,,,2021.08.13_21.42.29.221
CE,3,,,,,2021.08.13_21.42.29.221
CE,3,,,,,2021.08.13_21.42.29.221
Servant,3,Robinhood,Archer,Normal,14326.8356,2021.08.13_21.42.29.221
Servant,3,Mephistopheles,Caster,Normal,14175.12966,2021.08.13_21.42.29.221
CE,4,,,,,2021.08.13_21.42.41.018
CE,4,,,,,2021.08.13_21.42.41.018
Servant,3,Hector,Lancer,Normal,13233.07333,2021.08.13_21.42.41.018
CE,3,,,,,2021.08.13_21.42.41.018
Servant,3,Medusa,Rider,Normal,13049.98483,2021.08.13_21.42.41.018
CE,3,,,,,2021.08.13_21.42.41.018
Servant,3,Alexander,Rider,Normal,14020.03391,2021.08.13_21.42.41.018
CE,3,,,,,2021.08.13_21.42.41.018
Servant,3,Romulus,Lancer,Normal,14414.82643,2021.08.13_21.42.41.018
CE,3,,,,,2021.08.13_21.42.41.018
CE,3,,,,,2021.08.13_21.42.41.018
Servant,3,Boudica,Rider,Normal,15555.82295,2021.08.13_21.43.05.735
Servant,3,Darius,Berserker,Normal,15133.77386,2021.08.13_21.43.05.735
Servant,3,CuLancer,Lancer,Normal,14990.31787,2021.08.13_21.43.05.735
CE,5,,,,,2021.08.13_21.43.05.735
CE,3,,,,,2021.08.13_21.43.05.735
CE,3,,,,,2021.08.13_21.43.05.735
Servant,3,WilliamTell,Archer,Normal,15066.19802,2021.08.13_21.43.05.735
Servant,3,Medea,Caster,Normal,14881.67928,2021.08.13_21.43.05.735
Servant,4,FairyGawain,Saber,Story-locked,15052.41353,2021.08.13_21.43.05.735
CE,3,,,,,2021.08.13_21.43.05.735
CE,4,,,,,2021.08.13_21.43.05.735
CE,3,,,,,2021.08.13_21.43.21.318
CE,5,,,,,2021.08.13_21.43.21.318
CE,3,,,,,2021.08.13_21.43.21.318
CE,3,,,,,2021.08.13_21.43.21.318
CE,3,,,,,2021.08.13_21.43.21.318
Servant,3,Ushiwakamaru,Rider,Normal,13432.00217,2021.08.13_21.43.21.318
CE,3,,,,,2021.08.13_21.43.21.318
CE,3,,,,,2021.08.13_21.43.21.318
CE,3,,,,,2021.08.13_21.43.21.318
CE,4,,,,,2021.08.13_21.43.21.318
Servant,3,GillesSaber,Saber,Normal,15083.97971,2021.08.13_21.43.21.318
Servant,3,Jingke,Assassin,Normal,15477.89614,2021.08.13_21.44.10.685
Servant,3,Caesar,Saber,Normal,15874.1443,2021.08.13_21.44.10.685
Servant,3,Alexander,Rider,Normal,13808.41469,2021.08.13_21.44.10.685
CE,4,,,,,2021.08.13_21.44.10.685
Servant,4,FairyTristan,Archer,Story-locked,12073.78092,2021.08.13_21.44.10.685
Servant,3,Diarmuid,Lancer,Normal,13072.5713,2021.08.13_21.44.10.685
CE,3,,,,,2021.08.13_21.44.10.685
CE,3,,,,,2021.08.13_21.44.10.685
Servant,3,Jingke,Assassin,Normal,15911.57449,2021.08.13_21.44.10.685
CE,4,,,,,2021.08.13_21.44.10.685
CE,4,,,,,2021.08.13_21.44.10.685
CE,3,,,,,2021.08.13_21.44.36.920
Servant,4,FairyTristan,Archer,Story-locked,13371.64271,2021.08.13_21.44.36.920
CE,4,,,,,2021.08.13_21.44.36.920
CE,3,,,,,2021.08.13_21.44.36.920
Servant,3,CuProto,Lancer,Normal,12224.27865,2021.08.13_21.44.36.920
CE,4,,,,,2021.08.13_21.44.36.920
Servant,4,FairyTristan,Archer,Story-locked,13913.35908,2021.08.13_21.44.36.920
CE,3,,,,,2021.08.13_21.44.36.920
CE,3,,,,,2021.08.13_21.44.36.920
Servant,3,Kiyohime,Berserker,Normal,14146.19,2021.08.13_21.44.36.920
Servant,3,Fergus,Saber,Normal,14282.89749,2021.08.13_21.44.36.920
Servant,3,Ushiwakamaru,Rider,Normal,14697.78469,2021.08.13_21.45.26.603
Servant,3,Fergus,Saber,Normal,13728.09691,2021.08.13_21.45.26.603
CE,3,,,,,2021.08.13_21.45.26.603
Servant,3,Medusa,Rider,Normal,14188.50459,2021.08.13_21.45.26.603
Servant,3,CuProto,Lancer,Normal,12137.63918,2021.08.13_21.45.26.603
Servant,3,Kiyohime,Berserker,Normal,12595.29686,2021.08.13_21.45.26.603
CE,5,,,,,2021.08.13_21.45.26.603
CE,4,,,,,2021.08.13_21.45.26.603
Servant,3,Romulus,Lancer,Normal,14391.03768,2021.08.13_21.45.26.603
Servant,3,Hector,Lancer,Normal,14071.50213,2021.08.13_21.45.26.603
CE,5,,,,,2021.08.13_21.45.26.603
CE,4,,,,,2021.08.13_21.45.44.468
CE,3,,,,,2021.08.13_21.45.44.468
Servant,3,CuLancer,Lancer,Normal,14955.26981,2021.08.13_21.45.44.468
CE,3,,,,,2021.08.13_21.45.44.468
CE,3,,,,,2021.08.13_21.45.44.468
CE,3,,,,,2021.08.13_21.45.44.468
Servant,3,Ushiwakamaru,Rider,Normal,14804.9143,2021.08.13_21.45.44.468
CE,4,,,,,2021.08.13_21.45.44.468
Servant,3,BillyTheKid,Archer,Normal,13112.84681,2021.08.13_21.45.44.468
Servant,3,Robinhood,Archer,Normal,14323.7328,2021.08.13_21.45.44.468
CE,3,,,,,2021.08.13_21.45.44.468
CE,3,,,,,2021.08.13_21.46.07.019
Servant,5,Oberon,Pretender,Limited,17089.95502,2021.08.13_21.46.07.019
Servant,3,Hector,Lancer,Normal,13121.18314,2021.08.13_21.46.07.019
CE,4,,,,,2021.08.13_21.46.07.019
CE,3,,,,,2021.08.13_21.46.07.019
Servant,3,Jekyll,Assassin,Normal,13308.47807,2021.08.13_21.46.07.019
Servant,3,Robinhood,Archer,Normal,13421.9543,2021.08.13_21.46.07.019
CE,3,,,,,2021.08.13_21.46.07.019
CE,4,,,,,2021.08.13_21.46.07.019
Servant,3,Hector,Lancer,Normal,14116.7113,2021.08.13_21.46.07.019
CE,3,,,,,2021.08.13_21.46.07.019
CE,3,,,,,2021.08.13_21.46.24.586
Servant,3,Lubu,Berserker,Normal,13224.4658,2021.08.13_21.46.24.586
CE,3,,,,,2021.08.13_21.46.24.586
Servant,3,HundredFaces,Assassin,Normal,13572.78507,2021.08.13_21.46.24.586
CE,4,,,,,2021.08.13_21.46.24.586
CE,4,,,,,2021.08.13_21.46.24.586
CE,5,,,,,2021.08.13_21.46.24.586
CE,3,,,,,2021.08.13_21.46.24.586
Servant,3,Jekyll,Assassin,Normal,15073.71725,2021.08.13_21.46.24.586
Servant,3,Kiyohime,Berserker,Normal,14166.75053,2021.08.13_21.46.24.586
CE,4,,,,,2021.08.13_21.46.24.586
CE,3,,,,,2021.08.13_21.46.33.801
CE,4,,,,,2021.08.13_21.46.33.801
CE,3,,,,,2021.08.13_21.46.33.801
CE,3,,,,,2021.08.13_21.46.33.801
CE,3,,,,,2021.08.13_21.46.33.801
Servant,3,Babbage,Caster,Normal,11515.99797,2021.08.13_21.46.33.801
CE,3,,,,,2021.08.13_21.46.33.801
Servant,3,Robinhood,Archer,Normal,14364.98633,2021.08.13_21.46.33.801
CE,3,,,,,2021.08.13_21.46.33.801
Servant,3,Medusa,Rider,Normal,14881.0987,2021.08.13_21.46.33.801
CE,4,,,,,2021.08.13_21.46.33.801
Servant,3,Hector,Lancer,Normal,13211.76527,2021.08.13_21.47.04.835
Servant,4,FairyGawain,Saber,Story-locked,14489.90671,2021.08.13_21.47.04.835
Servant,3,Hector,Lancer,Normal,13130.25444,2021.08.13_21.47.04.835
CE,3,,,,,2021.08.13_21.47.04.835
Servant,5,Oberon,Pretender,Limited,14635.85126,2021.08.13_21.47.04.835
Servant,3,Fergus,Saber,Normal,12431.43686,2021.08.13_21.47.04.835
CE,4,,,,,2021.08.13_21.47.04.835
CE,3,,,,,2021.08.13_21.47.04.835
Servant,3,HundredFaces,Assassin,Normal,14135.02246,2021.08.13_21.47.04.835
CE,3,,,,,2021.08.13_21.47.04.835
CE,4,,,,,2021.08.13_21.47.04.835
CE,3,,,,,2021.08.13_21.47.27.302
Servant,3,Jekyll,Assassin,Normal,14453.89763,2021.08.13_21.47.27.302
Servant,3,Lubu,Berserker,Normal,13459.10879,2021.08.13_21.47.27.302
CE,4,,,,,2021.08.13_21.47.27.302
Servant,4,FairyTristan,Archer,Story-locked,12297.19696,2021.08.13_21.47.27.302
CE,3,,,,,2021.08.13_21.47.27.302
CE,4,,,,,2021.08.13_21.47.27.302
CE,3,,,,,2021.08.13_21.47.27.302
CE,3,,,,,2021.08.13_21.47.27.302
CE,5,,,,,2021.08.13_21.47.27.302
Servant,3,Caesar,Saber,Normal,16576.32188,2021.08.13_21.47.27.302
CE,4,,,,,2021.08.13_21.48.00.870
Servant,3,Boudica,Rider,Normal,15367.92947,2021.08.13_21.48.00.870
Servant,3,Hector,Lancer,Normal,13200.11169,2021.08.13_21.48.00.870
CE,4,,,,,2021.08.13_21.48.00.870
Servant,4,FairyGawain,Saber,Story-locked,13387.25623,2021.08.13_21.48.00.870
CE,5,,,,,2021.08.13_21.48.00.870
Servant,3,WilliamTell,Archer,Normal,15016.55705,2021.08.13_21.48.00.870
CE,3,,,,,2021.08.13_21.48.00.870
CE,4,,,,,2021.08.13_21.48.00.870
CE,3,,,,,2021.08.13_21.48.00.870
CE,5,,,,,2021.08.13_21.48.00.870
Servant,3,Medusa,Rider,Normal,14388.40609,2021.08.13_21.48.15.807
Servant,3,Serenity,Assassin,Normal,12269.20391,2021.08.13_21.48.15.807
Servant,3,GillesSaber,Saber,Normal,14364.46174,2021.08.13_21.48.15.807
Servant,3,GillesSaber,Saber,Normal,14187.67609,2021.08.13_21.48.15.807
CE,3,,,,,2021.08.13_21.48.15.807
Servant,3,BillyTheKid,Archer,Normal,11677.09343,2021.08.13_21.48.15.807
CE,4,,,,,2021.08.13_21.48.15.807
CE,3,,,,,2021.08.13_21.48.15.807
CE,3,,,,,2021.08.13_21.48.15.807
CE,3,,,,,2021.08.13_21.48.15.807
Servant,3,Medusa,Rider,Normal,14334.68444,2021.08.13_21.48.15.807
