CardType,Rarity,ServantName,Class,Avail,Diff,Time
Servant,3,Touda,Archer,Normal,14650.72483,2021.08.13_20.18.04.657
Servant,4,FairyGawain,Saber,Story-locked,13238.59628,2021.08.13_20.18.04.657
CE,3,,,,,2021.08.13_20.18.04.657
Servant,3,CuLancer,Lancer,Normal,15371.97691,2021.08.13_20.18.04.657
CE,3,,,,,2021.08.13_20.18.04.657
CE,5,,,,,2021.08.13_20.18.04.657
Servant,3,Mandricardo,Rider,Normal,16071.68952,2021.08.13_20.18.04.657
CE,4,,,,,2021.08.13_20.18.04.657
CE,5,,,,,2021.08.13_20.18.30.552
Servant,5,Oberon,Pretender,Limited,16962.44807,2021.08.13_20.18.30.552
Servant,3,Alexander,Rider,Normal,13896.01551,2021.08.13_20.18.30.552
CE,3,,,,,2021.08.13_20.18.30.552
CE,3,,,,,2021.08.13_20.18.30.552
CE,3,,,,,2021.08.13_20.18.30.552
Servant,4,FairyGawain,Saber,Story-locked,15184.08773,2021.08.13_20.18.30.552
CE,3,,,,,2021.08.13_20.18.30.552
Servant,3,Robinhood,Archer,Normal,13945.56126,2021.08.13_20.18.30.552
CE,3,,,,,2021.08.13_20.18.30.552
Servant,3,Medea,Caster,Normal,14193.48174,2021.08.13_20.18.30.552
CE,3,,,,,2021.08.13_20.19.01.240
Servant,3,Medusa,Rider,Normal,14314.50995,2021.08.13_20.19.01.240
CE,4,,,,,2021.08.13_20.19.01.240
CE,3,,,,,2021.08.13_20.19.01.240
CE,4,,,,,2021.08.13_20.19.01.240
Servant,3,Jingke,Assassin,Normal,14533.30894,2021.08.13_20.19.01.240
Servant,3,Paracelsus,Caster,Normal,15559.99652,2021.08.13_20.19.01.240
Servant,3,Geronimo,Caster,Normal,13780.86575,2021.08.13_20.19.01.240
Servant,3,Hector,Lancer,Normal,13899.59473,2021.08.13_20.19.01.240
Servant,3,BillyTheKid,Archer,Normal,13431.36604,2021.08.13_20.19.01.240
CE,3,,,,,2021.08.13_20.19.01.240
CE,4,,,,,2021.08.13_20.19.23.887
Servant,3,Kiyohime,Berserker,Normal,13480.90725,2021.08.13_20.19.23.887
CE,4,,,,,2021.08.13_20.19.23.887
Servant,3,Babbage,Caster,Normal,12668.33986,2021.08.13_20.19.23.887
CE,3,,,,,2021.08.13_20.19.23.887
CE,4,,,,,2021.08.13_20.19.23.887
CE,3,,,,,2021.08.13_20.19.23.887
Servant,3,Euryale,Archer,Normal,17748.28749,2021.08.13_20.19.23.887
CE,3,,,,,2021.08.13_20.19.23.887
CE,3,,,,,2021.08.13_20.19.23.887
CE,4,,,,,2021.08.13_20.19.23.887
CE,3,,,,,2021.08.13_20.19.44.386
Servant,3,Fergus,Saber,Normal,13652.50575,2021.08.13_20.19.44.386
CE,3,,,,,2021.08.13_20.19.44.386
CE,5,,,,,2021.08.13_20.19.44.386
Servant,3,Kotarou,Assassin,Normal,12458.12043,2021.08.13_20.19.44.386
CE,4,,,,,2021.08.13_20.19.44.386
CE,3,,,,,2021.08.13_20.19.44.386
Servant,3,Medusa,Rider,Normal,14887.973,2021.08.13_20.19.44.386
CE,3,,,,,2021.08.13_20.19.44.386
CE,3,,,,,2021.08.13_20.19.44.386
CE,3,,,,,2021.08.13_20.19.44.386
CE,3,,,,,2021.08.13_20.20.02.119
CE,4,,,,,2021.08.13_20.20.02.119
CE,3,,,,,2021.08.13_20.20.02.119
Servant,3,Avicebron,Caster,Normal,16023.83971,2021.08.13_20.20.02.119
CE,4,,,,,2021.08.13_20.20.02.119
CE,4,,,,,2021.08.13_20.20.02.119
CE,3,,,,,2021.08.13_20.20.02.119
CE,3,,,,,2021.08.13_20.20.02.119
Servant,3,Kotarou,Assassin,Normal,13870.03913,2021.08.13_20.20.02.119
Servant,3,Alexander,Rider,Normal,14799.0158,2021.08.13_20.20.02.119
CE,3,,,,,2021.08.13_20.20.02.119
CE,3,,,,,2021.08.13_20.20.17.519
CE,3,,,,,2021.08.13_20.20.17.519
CE,4,,,,,2021.08.13_20.20.17.519
CE,3,,,,,2021.08.13_20.20.17.519
CE,3,,,,,2021.08.13_20.20.17.519
CE,4,,,,,2021.08.13_20.20.17.519
Servant,3,Diarmuid,Lancer,Normal,14559.75237,2021.08.13_20.20.17.519
CE,3,,,,,2021.08.13_20.20.17.519
Servant,3,BillyTheKid,Archer,Normal,13118.10498,2021.08.13_20.20.17.519
CE,3,,,,,2021.08.13_20.20.17.519
CE,4,,,,,2021.08.13_20.20.17.519
Servant,3,Geronimo,Caster,Normal,13123.44174,2021.08.13_20.20.34.769
CE,4,,,,,2021.08.13_20.20.34.769
Servant,3,Boudica,Rider,Normal,15495.11063,2021.08.13_20.20.34.769
Servant,3,Darius,Berserker,Normal,15261.72353,2021.08.13_20.20.34.769
CE,3,,,,,2021.08.13_20.20.34.769
CE,5,,,,,2021.08.13_20.20.34.769
Servant,3,Alexander,Rider,Normal,14009.84763,2021.08.13_20.20.34.769
Servant,3,Jingke,Assassin,Normal,16264.23899,2021.08.13_20.20.34.769
CE,3,,,,,2021.08.13_20.20.34.769
Servant,4,FairyTristan,Archer,Story-locked,14432.34348,2021.08.13_20.20.34.769
Servant,3,Fergus,Saber,Normal,14280.3258,2021.08.13_20.20.34.769
Servant,3,Jingke,Assassin,Normal,15487.78362,2021.08.13_20.21.02.385
Servant,3,Fergus,Saber,Normal,13684.39894,2021.08.13_20.21.02.385
CE,3,,,,,2021.08.13_20.21.02.385
Servant,3,Jekyll,Assassin,Normal,14641.52928,2021.08.13_20.21.02.385
CE,4,,,,,2021.08.13_20.21.02.385
CE,3,,,,,2021.08.13_20.21.02.385
CE,5,,,,,2021.08.13_20.21.02.385
CE,3,,,,,2021.08.13_20.21.02.385
CE,5,,,,,2021.08.13_20.21.02.385
Servant,4,FairyGawain,Saber,Story-locked,15418.06517,2021.08.13_20.21.02.385
Servant,3,Mandricardo,Rider,Normal,15678.65971,2021.08.13_20.21.02.385
CE,3,,,,,2021.08.13_20.21.27.736
Servant,3,Caesar,Saber,Normal,15782.65353,2021.08.13_20.21.27.736
Servant,3,Kiyohime,Berserker,Normal,13534.04493,2021.08.13_20.21.27.736
CE,4,,,,,2021.08.13_20.21.27.736
Servant,3,WilliamTell,Archer,Normal,14249.94082,2021.08.13_20.21.27.736
CE,4,,,,,2021.08.13_20.21.27.736
Servant,3,Touda,Archer,Normal,14417.48242,2021.08.13_20.21.27.736
CE,4,,,,,2021.08.13_20.21.27.736
CE,3,,,,,2021.08.13_20.21.27.736
Servant,3,Touda,Archer,Normal,15277.87135,2021.08.13_20.21.27.736
Servant,3,GillesSaber,Saber,Normal,15097.69333,2021.08.13_20.21.27.736
Servant,4,Atalanta,Archer,Normal,15811.96546,2021.08.13_20.22.00.688
Servant,3,Caesar,Saber,Normal,15781.72918,2021.08.13_20.22.00.688
CE,3,,,,,2021.08.13_20.22.00.688
Servant,3,CuLancer,Lancer,Normal,15003.18415,2021.08.13_20.22.00.688
CE,4,,,,,2021.08.13_20.22.00.688
CE,3,,,,,2021.08.13_20.22.00.688
CE,4,,,,,2021.08.13_20.22.00.688
Servant,3,Serenity,Assassin,Normal,14945.32411,2021.08.13_20.22.00.688
CE,3,,,,,2021.08.13_20.22.00.688
CE,3,,,,,2021.08.13_20.22.00.688
CE,3,,,,,2021.08.13_20.22.00.688
Servant,3,Mandricardo,Rider,Normal,15217.36203,2021.08.13_20.22.17.835
Servant,3,Caesar,Saber,Normal,15715.73628,2021.08.13_20.22.17.835
Servant,3,Touda,Archer,Normal,14588.8614,2021.08.13_20.22.17.835
Servant,3,Avicebron,Caster,Normal,16064.87696,2021.08.13_20.22.17.835
CE,5,,,,,2021.08.13_20.22.17.835
Servant,3,Babbage,Caster,Normal,11547.4128,2021.08.13_20.22.17.835
CE,4,,,,,2021.08.13_20.22.17.835
CE,3,,,,,2021.08.13_20.22.17.835
CE,4,,,,,2021.08.13_20.22.17.835
CE,3,,,,,2021.08.13_20.22.17.835
Servant,3,Medea,Caster,Normal,14126.4699,2021.08.13_20.22.17.835
Servant,3,David,Archer,Normal,14184.86749,2021.08.13_20.22.53.736
CE,4,,,,,2021.08.13_20.22.53.736
CE,3,,,,,2021.08.13_20.22.53.736
CE,4,,,,,2021.08.13_20.22.53.736
CE,4,,,,,2021.08.13_20.22.53.736
CE,3,,,,,2021.08.13_20.22.53.736
Servant,3,Diarmuid,Lancer,Normal,14653.27348,2021.08.13_20.22.53.736
CE,4,,,,,2021.08.13_20.22.53.736
CE,4,,,,,2021.08.13_20.22.53.736
CE,3,,,,,2021.08.13_20.22.53.736
Servant,3,Euryale,Archer,Normal,17094.68715,2021.08.13_20.22.53.736
Servant,5,JackTheRipper,Assassin,Normal,15948.46565,2021.08.13_20.23.13.203
CE,3,,,,,2021.08.13_20.23.13.203
Servant,3,Alexander,Rider,Normal,13833.64614,2021.08.13_20.23.13.203
CE,3,,,,,2021.08.13_20.23.13.203
Servant,3,CuLancer,Lancer,Normal,13818.26705,2021.08.13_20.23.13.203
CE,3,,,,,2021.08.13_20.23.13.203
CE,3,,,,,2021.08.13_20.23.13.203
Servant,3,Darius,Berserker,Normal,16474.16029,2021.08.13_20.23.13.203
Servant,3,CuLancer,Lancer,Normal,15717.49879,2021.08.13_20.23.13.203
Servant,3,KidGil,Archer,Normal,13438.12435,2021.08.13_20.23.13.203
Servant,3,David,Archer,Normal,14432.16865,2021.08.13_20.23.13.203
CE,5,,,,,2021.08.13_20.23.47.719
CE,3,,,,,2021.08.13_20.23.47.719
Servant,3,Jekyll,Assassin,Normal,14590.69773,2021.08.13_20.23.47.719
CE,3,,,,,2021.08.13_20.23.47.719
Servant,3,Avicebron,Caster,Normal,14766.41957,2021.08.13_20.23.47.719
Servant,3,Touda,Archer,Normal,13035.68126,2021.08.13_20.23.47.719
CE,4,,,,,2021.08.13_20.23.47.719
CE,3,,,,,2021.08.13_20.23.47.719
Servant,3,Geronimo,Caster,Normal,13481.94053,2021.08.13_20.23.47.719
CE,4,,,,,2021.08.13_20.23.47.719
CE,4,,,,,2021.08.13_20.23.47.719
CE,3,,,,,2021.08.13_20.24.18.602
Servant,3,Robinhood,Archer,Normal,13295.95063,2021.08.13_20.24.18.602
CE,4,,,,,2021.08.13_20.24.18.602
CE,4,,,,,2021.08.13_20.24.18.602
Servant,3,Inshun,Lancer,Normal,12762.18478,2021.08.13_20.24.18.602
CE,3,,,,,2021.08.13_20.24.18.602
Servant,3,Geronimo,Caster,Normal,13045.00314,2021.08.13_20.24.18.602
CE,3,,,,,2021.08.13_20.24.18.602
CE,3,,,,,2021.08.13_20.24.18.602
CE,5,,,,,2021.08.13_20.24.18.602
CE,3,,,,,2021.08.13_20.24.18.602
Servant,3,Romulus,Lancer,Normal,14017.43749,2021.08.13_20.24.40.853
CE,4,,,,,2021.08.13_20.24.40.853
Servant,3,Lubu,Berserker,Normal,13457.31222,2021.08.13_20.24.40.853
Servant,3,Jekyll,Assassin,Normal,14623.30841,2021.08.13_20.24.40.853
Servant,3,HundredFaces,Assassin,Normal,12865.60425,2021.08.13_20.24.40.853
CE,3,,,,,2021.08.13_20.24.40.853
CE,5,,,,,2021.08.13_20.24.40.853
CE,4,,,,,2021.08.13_20.24.40.853
Servant,3,Hector,Lancer,Normal,13837.42396,2021.08.13_20.24.40.853
Servant,3,Fergus,Saber,Normal,14892.10797,2021.08.13_20.24.40.853
Servant,3,BillyTheKid,Archer,Normal,13190.63498,2021.08.13_20.24.40.853
CE,3,,,,,2021.08.13_20.25.04.102
CE,3,,,,,2021.08.13_20.25.04.102
CE,3,,,,,2021.08.13_20.25.04.102
Servant,3,Robinhood,Archer,Normal,13608.64691,2021.08.13_20.25.04.102
Servant,3,Ushiwakamaru,Rider,Normal,13703.86667,2021.08.13_20.25.04.102
CE,5,,,,,2021.08.13_20.25.04.102
CE,4,,,,,2021.08.13_20.25.04.102
Servant,3,Lubu,Berserker,Normal,14320.4329,2021.08.13_20.25.04.102
CE,3,,,,,2021.08.13_20.25.04.102
Servant,3,Geronimo,Caster,Normal,13744.62266,2021.08.13_20.25.04.102
CE,3,,,,,2021.08.13_20.25.04.102
CE,4,,,,,2021.08.13_20.25.35.956
CE,4,,,,,2021.08.13_20.25.35.956
Servant,3,GillesSaber,Saber,Normal,14496.69841,2021.08.13_20.25.35.956
Servant,3,Darius,Berserker,Normal,15299.33164,2021.08.13_20.25.35.956
Servant,3,GillesSaber,Saber,Normal,13333.69188,2021.08.13_20.25.35.956
CE,5,,,,,2021.08.13_20.25.35.956
CE,3,,,,,2021.08.13_20.25.35.956
CE,5,,,,,2021.08.13_20.25.35.956
CE,4,,,,,2021.08.13_20.25.35.956
CE,3,,,,,2021.08.13_20.25.35.956
Servant,3,Boudica,Rider,Normal,16022.88222,2021.08.13_20.25.35.956
CE,3,,,,,2021.08.13_20.26.10.903
CE,3,,,,,2021.08.13_20.26.10.903
CE,3,,,,,2021.08.13_20.26.10.903
CE,4,,,,,2021.08.13_20.26.10.903
CE,5,,,,,2021.08.13_20.26.10.903
Servant,3,Medea,Caster,Normal,12735.67623,2021.08.13_20.26.10.903
CE,3,,,,,2021.08.13_20.26.10.903
Servant,3,Lubu,Berserker,Normal,14313.78903,2021.08.13_20.26.10.903
Servant,3,Euryale,Archer,Normal,16848.47314,2021.08.13_20.26.10.903
CE,3,,,,,2021.08.13_20.26.10.903
CE,4,,,,,2021.08.13_20.26.10.903
CE,4,,,,,2021.08.13_20.26.23.002
CE,3,,,,,2021.08.13_20.26.23.002
Servant,3,Mephistopheles,Caster,Normal,13807.83763,2021.08.13_20.26.23.002
Servant,3,CuLancer,Lancer,Normal,14930.56338,2021.08.13_20.26.23.002
CE,3,,,,,2021.08.13_20.26.23.002
Servant,3,Robinhood,Archer,Normal,12446.98831,2021.08.13_20.26.23.002
CE,3,,,,,2021.08.13_20.26.23.002
Servant,3,Mandricardo,Rider,Normal,16051.56947,2021.08.13_20.26.23.002
CE,3,,,,,2021.08.13_20.26.23.002
Servant,3,Fergus,Saber,Normal,14916.40831,2021.08.13_20.26.23.002
Servant,3,Robinhood,Archer,Normal,13245.58285,2021.08.13_20.26.23.002
CE,4,,,,,2021.08.13_20.26.54.286
Servant,5,Europa,Rider,Normal,14807.0513,2021.08.13_20.26.54.286
CE,3,,,,,2021.08.13_20.26.54.286
Servant,3,Fergus,Saber,Normal,13550.80715,2021.08.13_20.26.54.286
CE,3,,,,,2021.08.13_20.26.54.286
Servant,3,Jingke,Assassin,Normal,14376.42048,2021.08.13_20.26.54.286
Servant,3,Jekyll,Assassin,Normal,14461.6472,2021.08.13_20.26.54.286
CE,3,,,,,2021.08.13_20.26.54.286
Servant,3,Caesar,Saber,Normal,16603.067,2021.08.13_20.26.54.286
Servant,3,Paracelsus,Caster,Normal,16008.93188,2021.08.13_20.26.54.286
CE,3,,,,,2021.08.13_20.26.54.286
Servant,3,Jingke,Assassin,Normal,15477.61522,2021.08.13_20.27.15.886
CE,3,,,,,2021.08.13_20.27.15.886
CE,5,,,,,2021.08.13_20.27.15.886
CE,3,,,,,2021.08.13_20.27.15.886
Servant,3,Ushiwakamaru,Rider,Normal,13713.2085,2021.08.13_20.27.15.886
Servant,3,Ushiwakamaru,Rider,Normal,13408.81575,2021.08.13_20.27.15.886
CE,5,,,,,2021.08.13_20.27.15.886
Servant,3,Avicebron,Caster,Normal,17357.21372,2021.08.13_20.27.15.886
CE,4,,,,,2021.08.13_20.27.15.886
Servant,3,Kiyohime,Berserker,Normal,14135.67179,2021.08.13_20.27.15.886
CE,4,,,,,2021.08.13_20.27.15.886
Servant,4,Percival,Lancer,Normal,14979.27251,2021.08.13_20.27.44.053
CE,4,,,,,2021.08.13_20.27.44.053
CE,3,,,,,2021.08.13_20.27.44.053
CE,3,,,,,2021.08.13_20.27.44.053
Servant,3,Fergus,Saber,Normal,12483.83184,2021.08.13_20.27.44.053
CE,4,,,,,2021.08.13_20.27.44.053
Servant,3,CuLancer,Lancer,Normal,15302.66444,2021.08.13_20.27.44.053
CE,3,,,,,2021.08.13_20.27.44.053
Servant,3,KidGil,Archer,Normal,13251.04473,2021.08.13_20.27.44.053
Servant,3,Medea,Caster,Normal,14856.58952,2021.08.13_20.27.44.053
CE,4,,,,,2021.08.13_20.27.44.053
CE,3,,,,,2021.08.13_20.28.45.520
CE,4,,,,,2021.08.13_20.28.45.520
Servant,3,Medea,Caster,Normal,13714.8358,2021.08.13_20.28.45.520
Servant,3,Fergus,Saber,Normal,13533.14101,2021.08.13_20.28.45.520
Servant,3,Mephistopheles,Caster,Normal,12858.52068,2021.08.13_20.28.45.520
Servant,3,Jingke,Assassin,Normal,14409.25908,2021.08.13_20.28.45.520
Servant,4,FairyTristan,Archer,Story-locked,13906.84024,2021.08.13_20.28.45.520
Servant,3,Medusa,Rider,Normal,14882.55589,2021.08.13_20.28.45.520
CE,5,,,,,2021.08.13_20.28.45.520
CE,4,,,,,2021.08.13_20.28.45.520
CE,4,,,,,2021.08.13_20.28.45.520
CE,3,,,,,2021.08.13_20.29.20.552
Servant,4,FairyTristan,Archer,Story-locked,13436.34778,2021.08.13_20.29.20.552
Servant,3,WilliamTell,Archer,Normal,15066.89464,2021.08.13_20.29.20.552
Servant,3,Touda,Archer,Normal,14357.90971,2021.08.13_20.29.20.552
CE,3,,,,,2021.08.13_20.29.20.552
Servant,3,CuProto,Lancer,Normal,11844.81686,2021.08.13_20.29.20.552
Servant,3,Lubu,Berserker,Normal,13365.59768,2021.08.13_20.29.20.552
CE,4,,,,,2021.08.13_20.29.20.552
CE,4,,,,,2021.08.13_20.29.20.552
CE,3,,,,,2021.08.13_20.29.20.552
Servant,3,HundredFaces,Assassin,Normal,13492.83758,2021.08.13_20.29.20.552
CE,3,,,,,2021.08.13_20.30.23.053
Servant,3,Romulus,Lancer,Normal,13955.21068,2021.08.13_20.30.23.053
CE,4,,,,,2021.08.13_20.30.23.053
CE,3,,,,,2021.08.13_20.30.23.053
CE,3,,,,,2021.08.13_20.30.23.053
CE,3,,,,,2021.08.13_20.30.23.053
Servant,3,Ushiwakamaru,Rider,Normal,14798.97145,2021.08.13_20.30.23.053
